bs,region,theta,pi,tajimas_d,n_call
21,intergenic_enhancers,0.0004584012901987904,0.00048039808482290677,0.1723584487420497,2907441
22,intergenic_enhancers,0.0004612452725569215,0.0004823155299568812,0.1640801023043735,2877426
23,intergenic_enhancers,0.00047030890766433243,0.0004865132096695458,0.12375638681312799,2851611
24,intergenic_enhancers,0.0004582791605570138,0.0004844343044367452,0.20499454592846955,2863762
25,intergenic_enhancers,0.00045857411161151577,0.00048148801389862473,0.17947571565146442,2872208
26,intergenic_enhancers,0.0004541467129561262,0.0004754024497273593,0.1681107201861436,2891237
27,intergenic_enhancers,0.00046792156830059955,0.00048099711166977736,0.1003715811366688,2910156
28,intergenic_enhancers,0.0004582143642606801,0.0004760724213349585,0.13998515798224492,2878207
29,intergenic_enhancers,0.0004615799332402281,0.0004919374995587953,0.23622889285866938,2816337
30,intergenic_enhancers,0.000477603446930991,0.000500592074954448,0.17289056464548272,2870918
31,intergenic_enhancers,0.0004707098335984589,0.000490615171468415,0.15189356263477774,2880617
32,intergenic_enhancers,0.0004566427702554176,0.00047371058619084593,0.13424929793727483,2820019
33,intergenic_enhancers,0.0004657713592792455,0.00047144832800720816,0.04377901904918002,2901491
34,intergenic_enhancers,0.0004571661367947516,0.0004726236801842688,0.12144465035042253,2831801
35,intergenic_enhancers,0.0004469390939758694,0.0004706460285578826,0.1905183298428788,2870210
36,intergenic_enhancers,0.00046435769992339917,0.00048425371802007707,0.15389745693594722,2857216
37,intergenic_enhancers,0.000454446961867354,0.00047049586326755507,0.12684639161935413,2896405
38,intergenic_enhancers,0.000442548288281475,0.00046077171368335364,0.14790578604609747,2971857
39,intergenic_enhancers,0.0004681016912568293,0.00048121436868510414,0.1006173667680184,2880633
40,intergenic_enhancers,0.00046546027769419143,0.0004892585195755437,0.1836471444838171,2898823
41,intergenic_enhancers,0.00045354180232016816,0.00046581267425282595,0.09717869978689342,2866251
42,intergenic_enhancers,0.0004531852952035453,0.00047610166076063435,0.18162926542956426,2903049
43,intergenic_enhancers,0.0004679037385610974,0.00047964330481587347,0.09012006952326561,2934099
44,intergenic_enhancers,0.0004571615601057224,0.0004821614552562036,0.19642071921564924,2912980
45,intergenic_enhancers,0.0004603101801688906,0.00048158770966223583,0.16603139017530083,2902372
46,intergenic_enhancers,0.0004489838471606658,0.0004688042858887313,0.15855979720514102,2866691
47,intergenic_enhancers,0.0004546884019456931,0.00046988432174871036,0.12003902279122636,2817048
48,intergenic_enhancers,0.00047213068778757187,0.0005005524454910858,0.21622757699977946,2863318
49,intergenic_enhancers,0.00046245090353981403,0.0004741721842613603,0.0910409132938687,2983998
50,intergenic_enhancers,0.00045436289835277676,0.00046671890352867584,0.0976772749343779,2924787
51,intergenic_enhancers,0.0004639789483652189,0.0004745112461107538,0.08153528172451388,2893288
52,intergenic_enhancers,0.0004564888337439332,0.0004647038313796279,0.06463824215889877,2839291
53,intergenic_enhancers,0.0004609227584119368,0.0004765587663608156,0.12184604501391448,2828727
54,intergenic_enhancers,0.0004591595475607457,0.0004767988916617698,0.137985356695176,2845194
55,intergenic_enhancers,0.00046557916022799324,0.00048186515361628484,0.12564536901706538,2945985
56,intergenic_enhancers,0.0004485561507096703,0.0004627607891192726,0.11374501562881337,2971255
57,intergenic_enhancers,0.0004668023733068849,0.00048491090209985366,0.13933830833493702,2872113
58,intergenic_enhancers,0.00045987565647535606,0.00047198708447339724,0.09459687412987773,2933093
59,intergenic_enhancers,0.00044635795921565757,0.0004524890558395901,0.049336745248137,2944090
60,intergenic_enhancers,0.0004640312922304723,0.0004935631620194529,0.22859323512213714,2880484
61,intergenic_enhancers,0.0004415587132139173,0.0004667712261102603,0.20508627290881995,2895956
62,intergenic_enhancers,0.0004525460646051901,0.0004693963062152627,0.13373985260735186,2926578
63,intergenic_enhancers,0.00046237960474357283,0.0004802380144711642,0.13872815496036525,2900513
64,intergenic_enhancers,0.00045900873417081887,0.00047428937327914194,0.11957246624203709,2805016
65,intergenic_enhancers,0.0004449382691454765,0.0004733895794602764,0.22967416023195847,2882153
66,intergenic_enhancers,0.0004625796422653591,0.00047562443992277454,0.10128974957645649,2829721
67,intergenic_enhancers,0.00046757923466748843,0.00047672841097576177,0.07028251853201463,2868717
68,intergenic_enhancers,0.00045520324909601183,0.00048185617728609636,0.21030871539717755,2911850
69,intergenic_enhancers,0.00046719664659968446,0.00047409812449324113,0.05306052953157303,2979850
70,intergenic_enhancers,0.00045801250563228316,0.0004690613450331,0.08664817934025366,2923487
71,intergenic_enhancers,0.0004673776348048042,0.00048523906191303323,0.1372692054714821,2923637
72,intergenic_enhancers,0.0004533195704497162,0.00047407330922222794,0.16443925626202152,2875225
73,intergenic_enhancers,0.0004639973990764855,0.00048658742720436023,0.1748697832148905,2808134
74,intergenic_enhancers,0.00045387069562575474,0.0004804212173712008,0.21011491899282386,2899610
75,intergenic_enhancers,0.0004661282482508784,0.0004903480120066063,0.18663007455493677,2837162
76,intergenic_enhancers,0.0004538621806317116,0.0004669064921810741,0.10323163026527502,2895412
77,intergenic_enhancers,0.0004560674883429433,0.0004743282584754875,0.14381646149092772,2917617
78,intergenic_enhancers,0.0004435330850213127,0.00046472876044089534,0.1716440743043396,2867593
79,intergenic_enhancers,0.0004567866785593133,0.00046004669686970873,0.025634637603223813,2936966
80,intergenic_enhancers,0.000471639420909988,0.0005032579931500967,0.24079869284390032,2861299
81,intergenic_enhancers,0.00045706716763403834,0.00047679427341503064,0.15502502729665862,2909359
82,intergenic_enhancers,0.00046353264613619246,0.0004901029828113588,0.20588683488155787,2791519
83,intergenic_enhancers,0.00045566660929408824,0.0004755123320201661,0.15643719536506492,2940891
84,intergenic_enhancers,0.0004578160036844486,0.0004809225248659678,0.18128138915274827,2801082
85,intergenic_enhancers,0.0004546682989315128,0.00047926606959857815,0.19431905098138627,2874714
86,intergenic_enhancers,0.0004598200728609454,0.00047512184366109634,0.11952842285053408,2879349
87,intergenic_enhancers,0.0004623964553389819,0.00046846933959998074,0.04717413709108719,2937045
88,intergenic_enhancers,0.0004462721592503934,0.0004589684485020642,0.10218646622772613,2953786
89,intergenic_enhancers,0.00047619779964198856,0.0004853898508391312,0.06933415145524896,2836161
90,intergenic_enhancers,0.00046864880315042177,0.0004888776524887542,0.1550410820983411,2893743
91,intergenic_enhancers,0.00046863930586389646,0.0004864643804465131,0.13661852717360706,2819672
92,intergenic_enhancers,0.0004693598550326382,0.0005035474126285198,0.2616270420931776,2857377
93,intergenic_enhancers,0.0004691981111623811,0.0004813724047999612,0.09319952877449174,2928747
94,intergenic_enhancers,0.0004625840120484778,0.0004742635461175141,0.09068822719672226,2845456
95,intergenic_enhancers,0.0004494887168290326,0.00046914965843781185,0.1571083638937113,2901638
96,intergenic_enhancers,0.000454608591796206,0.000471794854219874,0.13578682282599297,2869431
97,intergenic_enhancers,0.00045090521610015034,0.00047212201837830507,0.1690092389943945,2916302
98,intergenic_enhancers,0.00045758725911806324,0.00048289866216674016,0.19868416115837276,2936514
99,intergenic_enhancers,0.0004569329375601264,0.00048079858697144335,0.18760220618957515,2894257
100,intergenic_enhancers,0.0004504086749703121,0.0004682856088634557,0.14256143688862316,2919517
0,intron,0.00043335136361581547,0.0004413752979585649,0.06654312473655472,386158847
1,intron,0.00043541949999958664,0.00044317856420446013,0.0640409038796913,382384230
2,intron,0.0004325120365591175,0.00043973871821910226,0.06004774490164699,383730064
3,intron,0.00043327953925528475,0.0004417274028538043,0.07007040997563792,377219018
4,intron,0.00043396760992020305,0.000441903039180232,0.06571569413790143,385519567
5,intron,0.0004312396320256599,0.0004387426873028105,0.06252813126381158,383690210
6,intron,0.0004315817729513274,0.000439605491170352,0.06681416796825759,387543937
7,intron,0.0004383992393298364,0.0004480035301537474,0.07873203571101897,377476409
8,intron,0.00043459903964541914,0.00044230374831896496,0.0637123248698935,385311755
9,intron,0.00043558441470839814,0.00044532002184039074,0.08032425551425665,386052931
10,intron,0.0004326957817521476,0.0004409219491516276,0.06832362244719131,388936463
11,intron,0.0004337060096350847,0.00044129382725958456,0.06287491630860041,382673178
12,intron,0.0004360255895930852,0.0004448318916738219,0.07258344747185823,383634557
13,intron,0.000430883735423623,0.00044022359231563843,0.07789976012053194,389952982
14,intron,0.0004329887253899292,0.00044293619115539994,0.08256421433734337,385575431
15,intron,0.0004323899909396401,0.0004398394907031049,0.06191665091478631,384389874
16,intron,0.00043567611663871417,0.00044357854336252715,0.06518575805424212,384918341
17,intron,0.00043461564078143894,0.0004442822641540552,0.07993287372468051,382719943
18,intron,0.00043067900873959114,0.0004362437838368564,0.046435475206679996,386630484
19,intron,0.0004338717558805451,0.00044243030813727774,0.07089162902736193,393355702
20,intron,0.0004327231466097476,0.0004389437751996818,0.051663062558750285,388759727
21,intron,0.0004311676868815545,0.00043909042434184096,0.06603664291281926,375579154
22,intron,0.00043436730392113463,0.0004431560858202115,0.07271559270085974,384563995
23,intron,0.0004335922292733814,0.00044271467166010473,0.07561111001910709,382546091
24,intron,0.00043203584889189454,0.000438998302501119,0.05791599286058444,384154002
25,intron,0.00043394572919308014,0.00044119785640340327,0.060060093493055126,389127700
26,intron,0.00043624943425531453,0.0004450066681737008,0.0721419803261781,382423120
27,intron,0.0004334084783297911,0.00044076051712912354,0.06096300508780882,383576629
28,intron,0.00043260464848423886,0.0004397072697826326,0.059004275609309445,389605809
29,intron,0.0004323828236784225,0.0004399454750689695,0.0628581506695551,378992755
30,intron,0.0004371588104200126,0.00044632233014272124,0.07533193109022332,387941864
31,intron,0.00043225259027578793,0.00043941035504199634,0.059510805124750724,390628601
32,intron,0.0004333479178680034,0.0004421184234614887,0.0727350766534959,384833229
33,intron,0.00043323684769646157,0.00044052902702358026,0.060490608345656026,387767647
34,intron,0.00043377024207232853,0.00044331091664927724,0.07904516259771283,381263904
35,intron,0.00043446446888427106,0.0004432422813049843,0.07260859073359177,382148272
36,intron,0.00043418074717497813,0.0004433384153034358,0.0758001941822768,382871649
37,intron,0.00043376859944672236,0.000442339664127742,0.07101215167988573,389460621
38,intron,0.0004323376256707071,0.00043965091059193745,0.060791858016069455,380062098
39,intron,0.00043355489394656565,0.00044071774306597467,0.059374188204086,382505830
40,intron,0.0004313032558585755,0.0004401043888986324,0.0733350893044406,384768722
41,intron,0.00043311493657761897,0.0004401487420202762,0.058363752389433934,391367901
42,intron,0.00043270701643560906,0.0004407675811645885,0.0669464378048413,376662519
43,intron,0.00043627407240136247,0.00044522104285938226,0.07370086776494568,385597005
44,intron,0.00043355685597129274,0.00044158441820318895,0.0665416545136838,382070814
45,intron,0.0004334545357444326,0.0004408548174363359,0.06135651464121477,384071174
46,intron,0.0004318677006960396,0.00043909887222070985,0.060174698804309534,386394554
47,intron,0.00043110086975732244,0.0004387712085086573,0.06394279339638782,381693642
48,intron,0.00043563476659757086,0.00044556389975018734,0.08191148870030329,389173531
49,intron,0.0004344999043972988,0.00044325598978203046,0.07242296289482777,383881526
50,intron,0.0004345768087419531,0.0004434210173533816,0.07313890120390366,386736337
51,intron,0.0004335450716582468,0.000438910069352662,0.044472472744383186,385965042
52,intron,0.0004333245024671149,0.00044239501795541645,0.07522717344595416,392396038
53,intron,0.00043345147582407074,0.0004405456067752492,0.05881860438213568,387878914
54,intron,0.00043105424085927013,0.000440525595530852,0.07896527767151305,387689380
55,intron,0.00043275215732421215,0.00044032423065528157,0.06288275629555166,388356066
56,intron,0.00043276625883297584,0.0004421191654195772,0.07766926188132157,383145890
57,intron,0.0004328771053309498,0.00043872930320242563,0.04858591313480462,385070473
58,intron,0.00043152443417869714,0.00043841156092626354,0.05735729483770328,384706678
59,intron,0.00043554243691953915,0.00044328561027491857,0.06389171237248054,390451980
60,intron,0.0004357572111587637,0.0004435965129563053,0.06465301463025253,381354624
61,intron,0.00043379197514126845,0.0004403093518565569,0.0539942248764445,387415273
62,intron,0.0004325772864288631,0.00044164391564778955,0.07532482622822838,387472507
63,intron,0.0004322351316786005,0.00043932975530084484,0.0589882187524063,385693001
64,intron,0.0004348027294838777,0.00044300815917035924,0.06782113114688011,378988440
65,intron,0.0004316956798829826,0.00044028856439110134,0.07153478377421774,388617984
66,intron,0.0004326054188463265,0.00043913785586106906,0.054267428041038554,381101289
67,intron,0.00043084167265228734,0.0004393396793870042,0.07088516619966564,388921421
68,intron,0.00043328594793144904,0.0004417861943613539,0.07050386150157073,386255257
69,intron,0.0004346715053421996,0.0004417221055758844,0.05829360270777617,381997827
70,intron,0.00043304214427217143,0.0004421933310106341,0.07594571254187606,389765836
71,intron,0.0004327066673832937,0.000441592461279277,0.07380038867897865,388519304
72,intron,0.00043242000846990163,0.0004403656046876414,0.06603538188710342,385321800
73,intron,0.000435419013947547,0.00044334460840755787,0.06541546422422631,380228482
74,intron,0.0004303713490463814,0.00043734174351979337,0.058206305083527005,395969068
75,intron,0.0004342333145847697,0.00044112984940811504,0.057077347654870714,384960694
76,intron,0.00043363992638647864,0.0004420168607051769,0.06942435287949521,385951827
77,intron,0.00043363230048327643,0.00044084840520583533,0.05980495964766773,387379898
78,intron,0.0004320190388316446,0.00044059059096487364,0.07130378327505112,386767986
79,intron,0.000434254818465753,0.00044250072982474244,0.06824172849938463,387569755
80,intron,0.0004310116135280031,0.00043648930645118824,0.045673547600382385,397465545
81,intron,0.00043478893304370135,0.00044197388153337865,0.059388340481580655,389008311
82,intron,0.0004329185472667682,0.0004407885636802254,0.0653319179817626,380685952
83,intron,0.0004317664851637821,0.00043974900434180417,0.06644266358210693,387608101
84,intron,0.0004349584223147854,0.0004426086395866367,0.06320944942557995,382884730
85,intron,0.0004345838079383537,0.00044369196126285893,0.07532042906710852,385414574
86,intron,0.00043343918123015754,0.00044235410691241447,0.07391721176820139,391198322
87,intron,0.000433158225544068,0.0004398732898921101,0.05571339258784871,386420637
88,intron,0.0004345846084214624,0.000443459719869942,0.07339313785005525,382992022
89,intron,0.00043377888445155334,0.00044249477317578884,0.07221032230502566,390334816
90,intron,0.00043511902882131765,0.00044368246260725744,0.07072872823400464,382539860
91,intron,0.0004322341028895036,0.0004404600461232965,0.06839473506717045,387360920
92,intron,0.00043642025066114904,0.0004450546090514016,0.07110189636844316,386585722
93,intron,0.00043506763902384515,0.000441118942678569,0.049985976114171854,388753196
94,intron,0.0004306371529524585,0.00043714736289688917,0.05432997576766422,392926065
95,intron,0.00043609359550286986,0.0004453115171436532,0.07596426540138754,393509855
96,intron,0.0004339133530513541,0.0004417320108494484,0.0647567724820306,388271108
97,intron,0.0004352170340296241,0.0004450461680648258,0.08116435530935433,380341380
98,intron,0.0004338320915101308,0.00044288319495349213,0.07497834926658627,391719436
99,intron,0.00043410994547878957,0.00044037303380310987,0.05184952403737485,381793971
100,intron,0.0004352463045019865,0.0004415113474372161,0.051730299539785855,393180631
0,intron_enhancers,0.00048611190894942756,0.0005012376466349825,0.11178113453807387,3860442
1,intron_enhancers,0.00047933856916497123,0.000487200429199209,0.058920975947424084,3887255
2,intron_enhancers,0.0004825173574112967,0.0005005536749881503,0.13428280505202664,3827425
3,intron_enhancers,0.00048016798131320017,0.0004932828457327731,0.0981195432483388,3833647
4,intron_enhancers,0.0004987202098602876,0.0005182171707821014,0.14044422171324145,3893992
5,intron_enhancers,0.0004875921725750334,0.0005050049648873244,0.12829175120734915,3822334
6,intron_enhancers,0.0004797607207543328,0.0004903067386610794,0.07896741401207773,3819022
7,intron_enhancers,0.0004901648428825436,0.0005024797664109487,0.09025625390793074,3818022
8,intron_enhancers,0.00048395824836453834,0.0004972256722547546,0.09848359189727957,3809383
9,intron_enhancers,0.0004769878791247668,0.00048783504000548573,0.08169472019216091,3866849
10,intron_enhancers,0.0004784910816797249,0.000498791178921515,0.15240827705744694,3833189
11,intron_enhancers,0.0004753359974811892,0.00047946570474131895,0.031210919121025582,3942996
12,intron_enhancers,0.0004963404300338833,0.0005104286749682263,0.10196984056922874,3926488
13,intron_enhancers,0.00048179147576923485,0.000498252231475171,0.12273674314475981,3799364
14,intron_enhancers,0.00048644111657644625,0.0005023752759981156,0.11767576036581587,3856066
15,intron_enhancers,0.0004754251334433514,0.0004903072316069346,0.11245215416085688,3890836
16,intron_enhancers,0.0004812544956170098,0.0005018272658362932,0.15356983356774048,3893168
17,intron_enhancers,0.0004852833118132744,0.0004938563933227411,0.06346457559413263,3903269
18,intron_enhancers,0.0004908307828520962,0.0005081253793115511,0.12658082704203139,3847794
19,intron_enhancers,0.0004914156649052169,0.0005026760601427717,0.08231770493659789,3827941
20,intron_enhancers,0.0004841846942572233,0.0004955232846088929,0.08412555538724786,3695548
21,intron_enhancers,0.00048079745876015436,0.0004936971977961668,0.0963844407204523,3902221
22,intron_enhancers,0.00048132886241600666,0.0004992236607206323,0.13355764067727807,3800788
23,intron_enhancers,0.00048060417213033915,0.0004995068960440031,0.1412934748689484,3837753
24,intron_enhancers,0.0004951630689965667,0.0005118129878167176,0.12079671129421053,3858736
25,intron_enhancers,0.00048181895092602885,0.0004909571325571802,0.06813403023128359,3893948
26,intron_enhancers,0.0005021634698307944,0.0005141828575097091,0.08598637350407434,3831847
27,intron_enhancers,0.000493607169698698,0.000505094291667175,0.08360325858822351,3922598
28,intron_enhancers,0.0004816833264070443,0.0005020967588287453,0.1522436439806284,3818025
29,intron_enhancers,0.00047910031650327665,0.0004859253267752837,0.05117495224051464,3748642
30,intron_enhancers,0.0004913985061086475,0.0005025362264305648,0.08142406710338329,3866914
31,intron_enhancers,0.000481377815960464,0.000494947651423649,0.10126937773438056,3931373
32,intron_enhancers,0.0004843626044713131,0.0005052747534360768,0.15510056134414132,3809302
33,intron_enhancers,0.0004761017029840199,0.0004987829450818374,0.1711393376884398,3818645
34,intron_enhancers,0.0004912297431706353,0.0005082637069105333,0.1245721559715264,3859075
35,intron_enhancers,0.00048071391097247136,0.00048649591452469386,0.04320891203876365,3758810
36,intron_enhancers,0.0004850732460710391,0.0005008891871120266,0.11713136032910329,3807258
