bs,region,theta,pi,tajimas_d,n_call
87,0fold_enhancers,0.00017892487540330972,0.0001398823246214067,-0.7803274054637007,824581
88,0fold_enhancers,0.0001745079727951268,0.00014317697987551047,-0.641939876712741,817188
89,0fold_enhancers,0.00018924100527630423,0.0001534930097269008,-0.6757189836428119,826091
90,0fold_enhancers,0.00017017748927757476,0.00014278927071927506,-0.5754049868341349,829162
91,0fold_enhancers,0.00018389088772006044,0.00014824929500081773,-0.6931798729461537,817473
92,0fold_enhancers,0.00017878967396507578,0.00014060115942672832,-0.7638022348328861,818008
93,0fold_enhancers,0.00018384957751422194,0.00013575820131589647,-0.9355721828030537,826988
94,0fold_enhancers,0.0001651784746562868,0.00013181573537088823,-0.7218589090786149,794536
95,0fold_enhancers,0.00016999854299669113,0.00014102652380511456,-0.6093009399699613,824989
96,0fold_enhancers,0.00016697718772152686,0.00013228710921815766,-0.7426538568127395,818084
97,0fold_enhancers,0.00017272841814298153,0.0001429504147562321,-0.6163488924849561,810709
98,0fold_enhancers,0.00016636898975304218,0.0001372770674413673,-0.6250255935216037,806896
99,0fold_enhancers,0.0001735845412163772,0.0001411406915244765,-0.6683128901784988,830183
100,0fold_enhancers,0.00017160712010620783,0.0001287541680024297,-0.8927572109671638,813507
0,0fold,0.00016616946672925637,0.0001377310539989737,-0.6149591901482869,29163147
1,0fold,0.0001656382923849118,0.0001366373290569081,-0.6291350077272047,29257963
2,0fold,0.00016759802115762267,0.0001400638773200765,-0.5903299598880507,28899215
3,0fold,0.00016747420431846807,0.00013880913695199975,-0.6150320279080269,29166430
4,0fold,0.0001638066016657705,0.0001367878835362639,-0.5926854200118701,29024817
5,0fold,0.00016678036897856518,0.0001372124862887306,-0.6370426098157979,29512781
6,0fold,0.00016559171052298467,0.00013777376077956846,-0.6036406883196406,29180722
7,0fold,0.00016452728947996138,0.00013622743053920465,-0.6180699187027922,29060603
8,0fold,0.00016551266598341743,0.00013809414629788888,-0.595257669876931,29306083
9,0fold,0.0001653497833321868,0.00013729058128028346,-0.6097667459749602,29254543
10,0fold,0.0001649775590435979,0.00013506295130597004,-0.6515538994598787,29258155
11,0fold,0.00016823582956992188,0.00014001526692453592,-0.6027532463015817,28899275
12,0fold,0.00016705271933874417,0.0001382019558602502,-0.6205770844714705,28922946
13,0fold,0.00016609708495369664,0.00013799617910578826,-0.6079259290432772,29259776
14,0fold,0.00016831211066611283,0.0001410858308876905,-0.5812534714314175,28991927
15,0fold,0.00016728813587922907,0.0001391071009090584,-0.6053197426645326,29357825
16,0fold,0.00016593378353839364,0.00013606749304800777,-0.6467531085396251,29154167
17,0fold,0.00016447752038491322,0.00013761797700615968,-0.5867906115533987,28983346
18,0fold,0.0001655905030552868,0.00013562997223334191,-0.6501387896536993,29190000
19,0fold,0.0001682206146805228,0.0001394350614888278,-0.614876982449174,29118602
20,0fold,0.00016630388813433072,0.0001387587136727368,-0.5951618521352982,29048022
21,0fold,0.000165954733993522,0.00013656529140389651,-0.6363461560768477,29003177
22,0fold,0.0001671276238803605,0.00013806227968167446,-0.6249129058966568,29037012
23,0fold,0.000166321989539472,0.00013835419388621094,-0.6042264073867123,28685136
24,0fold,0.00016651327170557546,0.000138076840103499,-0.6136460304360717,28890437
25,0fold,0.00016405493918925383,0.00013549698548737753,-0.6255028749665302,29256690
26,0fold,0.00016682752420985769,0.00013870845912118234,-0.6056552386901827,29108527
27,0fold,0.00016570174705275018,0.00013699451241789383,-0.6225224976291854,28639797
28,0fold,0.0001650507434541877,0.00013464504543431703,-0.6619567644750052,29343926
29,0fold,0.00016621413180978022,0.00013717629364747377,-0.6277514586423742,28815995
30,0fold,0.0001637377220433098,0.00013635502815633794,-0.6009231673797054,29306822
31,0fold,0.00016669216880365388,0.0001403731067060115,-0.567346297438784,29449922
32,0fold,0.00016651873425151305,0.00013878916726890096,-0.5983727429613895,28946153
33,0fold,0.0001655911709271468,0.00013778386025586464,-0.6034120898383235,29276649
34,0fold,0.00016590966218182627,0.0001373747354371806,-0.6180118903368519,29022689
35,0fold,0.00016583276459727713,0.00013909422630622515,-0.5793731484616004,28729673
36,0fold,0.00016707910806975049,0.00013905555196617076,-0.6026883678439329,28804147
37,0fold,0.0001629998440084386,0.00013491731900787897,-0.6190697378295908,29040859
38,0fold,0.00016548098099657268,0.00013753053376547173,-0.6069212035420687,29048629
39,0fold,0.00016803922181975574,0.00013762291537739902,-0.6504120593188709,29105369
40,0fold,0.0001676790427390561,0.00013923912035236673,-0.6094559736301588,29143589
41,0fold,0.00016583171227432545,0.0001385899754146794,-0.590282247471083,29376429
42,0fold,0.00016602126551376815,0.0001364270917404544,-0.6405213201962139,28717720
43,0fold,0.00016662917174522298,0.00013742205616758978,-0.6298396963491445,29183073
44,0fold,0.00016819832410696654,0.0001403977588103436,-0.5939161414724999,29255056
45,0fold,0.00016621536921269416,0.00013734070342698296,-0.6242190894205387,28756433
46,0fold,0.00016392841768898673,0.00013686041792283454,-0.5933265583499941,29428401
47,0fold,0.00016499510246999492,0.0001350480978710407,-0.6521893710003653,29022397
48,0fold,0.00016549835786325003,0.00013815456517629387,-0.593685900621005,29061128
49,0fold,0.00016469089068628433,0.00013800095273673932,-0.582331090091763,29345542
50,0fold,0.00016364095178709445,0.00013538567821960292,-0.6204378498636072,28993917
51,0fold,0.00016896865055201428,0.00013787039143549416,-0.661336492133081,28845010
52,0fold,0.00016651762707452572,0.00013919053942733315,-0.5896921774202405,29129216
53,0fold,0.00016724750207909396,0.00013925883230850373,-0.6013334356847004,29226480
54,0fold,0.00016667240225518536,0.0001369662375997921,-0.640436140131515,29421249
55,0fold,0.00016558076857801576,0.00013600998183135722,-0.6417185993288771,29033713
56,0fold,0.00016717527845727117,0.00013948724655544646,-0.595130370249948,28949204
57,0fold,0.00016366638344514505,0.00013634274065940606,-0.5998877905298566,29052304
58,0fold,0.00016449577601960333,0.00013564448522691844,-0.6302340889141079,29115709
59,0fold,0.00016707312187077438,0.00013884897681051237,-0.607025176807748,29150451
60,0fold,0.00016561877962483862,0.00013670764583742238,-0.6272597116739654,29118981
61,0fold,0.0001650878757960287,0.00013638920193236053,-0.6246517636119153,28980108
62,0fold,0.00016502742332883015,0.00013801560661568052,-0.5881524357504216,29389655
63,0fold,0.00016555841106695546,0.0001373958227104042,-0.6112409529994864,28813550
64,0fold,0.0001649958415188305,0.0001362681097090795,-0.6256339494038619,29280907
65,0fold,0.00016684638626617425,0.00013984072390963492,-0.581607061130231,28813477
66,0fold,0.0001680070336116859,0.00013964399057682904,-0.6066225122278341,29287089
67,0fold,0.00016635073000899282,0.00013649035852558296,-0.6450047813021693,29251257
68,0fold,0.00016657911428620377,0.00013817010798549526,-0.6128136993801693,29450599
69,0fold,0.0001650733163977205,0.0001368822821238042,-0.6136560861033805,28805988
70,0fold,0.0001644248045006474,0.00013488501774922506,-0.6455533578401786,29451721
71,0fold,0.00016645235085714527,0.0001370626666003316,-0.6344515651396992,29708791
72,0fold,0.00016597051438823764,0.00013724095795812578,-0.6220004487972256,29443598
73,0fold,0.00016649755663046984,0.0001367601623362105,-0.6417827463819767,29474041
74,0fold,0.00016962194524851112,0.00014075159480319267,-0.6115927040225086,28617603
75,0fold,0.0001679717953280271,0.00013986684348745354,-0.601229091988026,29448987
76,0fold,0.00016704401822973197,0.00013625390765583786,-0.6623257337500077,28635606
77,0fold,0.00016516910405075052,0.00013771947668325595,-0.597172304639345,29272263
78,0fold,0.00016600659904999907,0.00013810597946264596,-0.6039222042416367,29340314
79,0fold,0.00016647867980525103,0.00013802597617623347,-0.6141256341619334,29170810
80,0fold,0.0001662428966868038,0.00013690059227744022,-0.6342245311968973,29038040
81,0fold,0.00016589788780439028,0.00013702433300878544,-0.6253908905342453,29203132
82,0fold,0.00016771665886975839,0.00013968389127716238,-0.6005965420079306,29287929
83,0fold,0.00016418874616878082,0.0001328266383344832,-0.6863620392342361,29172767
84,0fold,0.00016803742883520276,0.00014059333579335403,-0.5868610720755951,28961472
85,0fold,0.00016732581362271845,0.00013853166197634267,-0.6183489787903554,29021843
86,0fold,0.00016636905929672926,0.00013691344486949292,-0.6361908222660632,28997974
87,0fold,0.00016648722826845952,0.00013880948922322288,-0.5973668132998325,28772591
88,0fold,0.0001650354237472009,0.000137165603482466,-0.6068045663167463,29219310
89,0fold,0.00016660668685371865,0.0001381798588820045,-0.6130959164384312,29211467
90,0fold,0.00016254438133762669,0.00013647662594118093,-0.5762640078071707,28784493
91,0fold,0.00016495778572525282,0.00013522183446646228,-0.6477406884586835,29373462
92,0fold,0.00016525056492320555,0.00013840260261833344,-0.5837947357563945,29160506
93,0fold,0.0001656992339257087,0.00013833043916778735,-0.5935092150731821,29301558
94,0fold,0.0001657226277281564,0.0001367936397256787,-0.6272535887948542,29045092
95,0fold,0.00016520320859110286,0.00013679508892728635,-0.6178965416967612,29149394
96,0fold,0.00016391637845662992,0.0001353672191398839,-0.6258377946461858,28966131
97,0fold,0.0001690175815989061,0.00014022408691130461,-0.6121474079921367,29273117
98,0fold,0.00016632886885720315,0.0001368971925724891,-0.6358282461325581,29261548
99,0fold,0.00016655236700938264,0.0001386385786892747,-0.602228029617276,29465629
100,0fold,0.00016656601271461402,0.00013708824367051568,-0.6359177970902943,29356357
0,4fold,0.0004727527212059262,0.0004778043536366969,0.038393390339368935,6795515
1,4fold,0.00047368173286197834,0.0004766546986228464,0.022550826199485376,6811614
2,4fold,0.0004748534054624052,0.0004782638555299024,0.025805487873394168,6846741
3,4fold,0.0004796154818475101,0.0004865644479678986,0.052057986608794016,6808717
4,4fold,0.0004704940440269073,0.00047344462722392845,0.022532617599199122,6770253
5,4fold,0.0004729266534174017,0.0004743094362924104,0.010505545030192012,6767623
6,4fold,0.00047787590752426326,0.0004807711622077598,0.021768713304750813,6886903
7,4fold,0.00046947058125405567,0.00047768594638245606,0.0628749236465667,6858554
8,4fold,0.00047441223051228803,0.00047905190678825167,0.035139116583581306,6790729
9,4fold,0.00046790257129829103,0.0004712545111528141,0.025739392046246992,6779793
10,4fold,0.00046797732195185266,0.00047361638675033884,0.043295367626779116,6892353
11,4fold,0.00046641699399549446,0.0004706729674412525,0.032785579998548614,6857939
12,4fold,0.00046956000404191936,0.00047100964660781383,0.011092450784849899,6767736
13,4fold,0.0004650591137617773,0.00046769692206840555,0.020379415771725404,6764529
14,4fold,0.00046632741512178736,0.0004732707111827573,0.05349740893861325,6837643
15,4fold,0.00046957827074613467,0.000476609402573411,0.053799018524795045,6729112
16,4fold,0.00047673585064682457,0.0004798541069646576,0.02350130820285974,6690158
17,4fold,0.00047922155274350824,0.00048688158669075527,0.05743203657847794,6779410
18,4fold,0.00047073926023140074,0.0004775561113443879,0.052030858196037616,6745771
19,4fold,0.00047932832202138536,0.00048182818332090594,0.01873888514248977,6852166
20,4fold,0.00047837646636414893,0.00048329372743410013,0.03693296906242179,6854145
21,4fold,0.00047595868222894,0.0004843245524351207,0.06315422564768007,6873644
22,4fold,0.000473757522450394,0.0004696819301657392,-0.03090966019675702,6840399
23,4fold,0.0004875362312259108,0.0004923901748845375,0.03577253581504783,6804544
24,4fold,0.00047113136712312277,0.00047373533142844906,0.019858762756095657,6848032
25,4fold,0.00047577417105904235,0.000483487526481701,0.0582507398829219,6766332
26,4fold,0.0004706583001422297,0.00047065964256783673,1.0248118616874484e-05,6886809
27,4fold,0.00046772705727445523,0.0004771285461806229,0.0722206327847128,6758496
28,4fold,0.0004738628145300521,0.00047884047295463,0.037742510862626207,6750180
29,4fold,0.00047455620603129164,0.00047997422841200717,0.04102162860827086,6838828
30,4fold,0.0004700304745320544,0.0004777963996290875,0.05936439133126822,6840347
31,4fold,0.0004772452494556342,0.0004893780836868375,0.09134419087545098,6836691
32,4fold,0.00047144504473042864,0.0004793361361580907,0.06014030206223161,6873042
33,4fold,0.00047581222549299704,0.0004784273016257121,0.01974729309394415,6756777
34,4fold,0.0004685038687513583,0.00048085435666370266,0.09471719133604413,6796724
35,4fold,0.0004732629970757541,0.000477241142695076,0.030202139263583814,6844828
36,4fold,0.00047084229704217,0.00047726935052785197,0.049044971171577814,6773899
37,4fold,0.00047182497322916677,0.0004784529033923805,0.05047260948317403,6808877
38,4fold,0.00047139549602182956,0.00047670797191352664,0.04049206673312462,6790515
39,4fold,0.0004734975565831231,0.00047793601087542587,0.033680010357724506,6747235
40,4fold,0.00046700097800440784,0.0004659840781076472,-0.007823805548895266,6802066
41,4fold,0.00046298121283557783,0.00046509755180027657,0.016423987287665448,6800447
42,4fold,0.000479714315340051,0.00048589657859643984,0.0463046792921596,6786304
43,4fold,0.00047596897260888466,0.0004758916172322463,-0.0005839434518825186,6761310
44,4fold,0.00047581102713652765,0.0004797909972269346,0.030054190447620397,6818539
45,4fold,0.0004685383190253103,0.0004741192108684625,0.04279735127197778,6831924
46,4fold,0.0004747525600554385,0.00048000257943932426,0.03973305807230544,6742498
47,4fold,0.0004661912828990174,0.00047315726652600877,0.05368784469105956,6816180
48,4fold,0.00047573512372225875,0.0004788271288090085,0.023352602421616,6859745
49,4fold,0.00046869656682490434,0.000469931786497213,0.009469115080313565,6732620
50,4fold,0.0004708091233634317,0.0004798375892883556,0.06890130067288258,6793962
51,4fold,0.0004777510197906736,0.000481270066246198,0.026465703459748375,6814192
52,4fold,0.0004774100108476743,0.00048379206761878945,0.04803172720070053,6749885
53,4fold,0.00047267191793573673,0.00048554435607229987,0.09785003240576433,6880155
54,4fold,0.0004696621195411213,0.00047559713355389604,0.0454039460393638,6746631
55,4fold,0.0004653599330013084,0.00047277831832815705,0.05727659813474427,6770755
56,4fold,0.0004694805929848404,0.00047553599503248107,0.04634289743687953,6780300
57,4fold,0.00047034649125455934,0.0004712122576521666,0.006613621927824529,6681191
58,4fold,0.0004766387253211152,0.0004838810142866032,0.0545941534725817,6798600
59,4fold,0.00046978823440562724,0.0004769539798262031,0.05480450173571842,6718801
60,4fold,0.0004700643779785633,0.0004768576226228611,0.05192535879448986,6892317
61,4fold,0.00046896927928109165,0.0004719332190261519,0.022708210315755012,6793637
62,4fold,0.00047869306684818246,0.0004876623786381711,0.06732282890846358,6822285
63,4fold,0.00046623536490275765,0.00047257197065647645,0.04883248339450358,6792998
64,4fold,0.0004809853975967156,0.0004919807143893539,0.08213645687535265,6771491
65,4fold,0.00047922415391125764,0.0004831768560251559,0.029635682939855745,6757894
66,4fold,0.00047405584909973163,0.0004776533966096955,0.027266936910131764,6815738
67,4fold,0.000472499313876595,0.0004796854795706135,0.05464573074462172,6899007
68,4fold,0.00047705347502751734,0.0004801182163077068,0.02308276044382068,6889336
69,4fold,0.000465521691672313,0.00047150559064765426,0.04618501967080783,6767481
70,4fold,0.00047268996811868736,0.0004787335607894053,0.045938534960629794,6767836
71,4fold,0.00047145460955210356,0.00047625397370526767,0.036576508304183665,6791483
72,4fold,0.00047035420953509465,0.0004753996713908513,0.03854200461763876,6806004
73,4fold,0.00046732598861742115,0.0004726505938658514,0.04093791652574078,6839552
74,4fold,0.00047039892602337394,0.0004727637364715355,0.01806290007619201,6741534
75,4fold,0.00047309112602642543,0.00047514675621959966,0.015612011850395149,6785668
76,4fold,0.00046501944224315556,0.00046804435309123364,0.023372145041411486,6795081
77,4fold,0.00046836387332612356,0.0004694347893941762,0.008215423400450946,6800587
78,4fold,0.00047372101280339726,0.00047265885281267154,-0.008056147315242243,6875330
79,4fold,0.0004732478096897622,0.0004762331421393009,0.02266534893201473,6758499
80,4fold,0.0004702420718113318,0.0004754651080256213,0.03990797960609751,6792578
81,4fold,0.00047066222356240806,0.0004723703349452114,0.013039624687423234,6790615
82,4fold,0.000473898269384854,0.0004778512748857532,0.029970995419264852,6786781
83,4fold,0.0004829100382181078,0.0004895931095716451,0.04972445729932939,6749832
84,4fold,0.00047287264125172327,0.0004781054861924739,0.03976076380590045,6953875
85,4fold,0.0004752468178673362,0.0004796947362688029,0.033627645856071614,6767523
86,4fold,0.00047571380090110087,0.00047480536114445567,-0.006861358271641459,6819031
87,4fold,0.0004654759325948114,0.0004729748497819151,0.057884028879182425,6810070
88,4fold,0.00047317369854129286,0.0004696909425184267,-0.026446214065182168,6950357
89,4fold,0.00047297875730093223,0.0004662821746962562,-0.05087097266652095,6770958
90,4fold,0.0004704074868840166,0.0004716069809479827,0.009161832442481893,6809336
91,4fold,0.0004697690128239361,0.00047649035689275286,0.05140788224779692,6783441
92,4fold,0.00047115331414089264,0.0004739488926832021,0.021319103399506236,6869105
93,4fold,0.00047370348966302883,0.0004811134745603012,0.05620426493094282,6766484
94,4fold,0.00046701580953318906,0.0004704533105237416,0.026446635518846028,6908380
95,4fold,0.0004764855099453279,0.0004755107935334044,-0.007350014216533316,6799886
96,4fold,0.0004680194122722406,0.0004779830354480333,0.07649117970873759,6807425
97,4fold,0.00047700086663457264,0.00048218335384169115,0.03903717682440356,6774107
98,4fold,0.0004762419219404469,0.000475303309592654,-0.0070813870207982995,6809668
99,4fold,0.00047324050397642905,0.0004752020585093748,0.014892822670759066,6773557
100,4fold,0.000479600357171405,0.00048193481341375123,0.017489079723696378,6833524
0,all_enhancers,0.0004637166186800012,0.00046318276319460997,-0.004136811864937873,10872616
1,all_enhancers,0.00046539892671384076,0.00046425328013038967,-0.008845466320584161,10959106
2,all_enhancers,0.00046264319880356285,0.0004601389962782816,-0.019449935967394884,10930289
3,all_enhancers,0.0004633465916088354,0.00046689127368651885,0.027489452767437025,10891018
4,all_enhancers,0.00045962107917150703,0.00045999288411405594,0.0029067595751469757,10827195
5,all_enhancers,0.00046510189784075724,0.00046282182096862016,-0.017615561629750653,10908471
6,all_enhancers,0.00046574537666469455,0.00046680815638410356,0.008199555836836459,10981803
7,all_enhancers,0.00046250651568736646,0.0004598283941118149,-0.020806851131145863,10765675
8,all_enhancers,0.00045849540834548997,0.000458382773596254,-0.0008827379881268348,10942643
9,all_enhancers,0.00046516987736973435,0.0004659884372830484,0.00632315939449713,10928544
10,all_enhancers,0.0004652313053488231,0.0004627756896458794,-0.0189665145492875,11071376
11,all_enhancers,0.00046334795137485484,0.0004627923084962629,-0.004309055428798743,10687347
12,all_enhancers,0.0004618729843253769,0.00045224171947250505,-0.07492998485633903,10943409
13,all_enhancers,0.0004645536414135683,0.0004629563726827785,-0.01235485659536464,11003974
14,all_enhancers,0.0004667046127411108,0.00047142063872444606,0.0363102757852979,10929365
15,all_enhancers,0.0004623771750461511,0.0004598084899549391,-0.01996223748272341,10907359
16,all_enhancers,0.00046978780780966984,0.0004757887491127514,0.04589998921440942,10770450
17,all_enhancers,0.0004671163160528983,0.0004667304133040161,-0.00296856761990349,10690191
18,all_enhancers,0.0004719399488300617,0.0004755673338965867,0.02761867026356322,10876736
19,all_enhancers,0.00046627246013827855,0.00046396148256414705,-0.017809456709203326,10810259
20,all_enhancers,0.0004635504268772968,0.0004625658202663903,-0.007632373395935033,10728015
21,all_enhancers,0.00046881110321912966,0.00047072187717742196,0.014645593596459717,10898096
22,all_enhancers,0.0004623743067084566,0.00045850053999014605,-0.030104663691751948,10782667
23,all_enhancers,0.00046270627118128864,0.00046870035900398345,0.046549115781456776,10726268
24,all_enhancers,0.0004634725189480935,0.0004648353952028896,0.010566413082517472,10952373
25,all_enhancers,0.000460338600500949,0.0004569807519672895,-0.02621067163364652,10903953
26,all_enhancers,0.00046386629100531084,0.0004717039460601037,0.06071382864775481,10795140
27,all_enhancers,0.0004649040847891063,0.0004622788823276769,-0.02029058286421947,10907116
28,all_enhancers,0.00046357343480188737,0.00046233160968450814,-0.009625787544376128,10816300
29,all_enhancers,0.0004639834803376129,0.00046424991982898806,0.0020634379747786072,10974051
30,all_enhancers,0.0004689364688199821,0.00047097880648179014,0.01564983300141896,11004020
31,all_enhancers,0.0004695726189690504,0.00046914725000597756,-0.0032550522859568715,10773559
32,all_enhancers,0.0004648092052936719,0.00046838209979139557,0.02762108312443987,10935640
33,all_enhancers,0.0004588780238868616,0.0004545654195724681,-0.03377047330039407,10999879
34,all_enhancers,0.0004611662881385843,0.0004585629720740185,-0.02028447784588127,10892288
35,all_enhancers,0.0004632112400308315,0.00046187533506653224,-0.01036312145909222,10780777
