neu_theta_1,neu_gamma_1,neu_e_1,sel_theta,sel_shape,sel_scale,sel_e,lnL,converged,bounds,rep,region,bin,proportion
0.000460781943826469,0,0.0388547704284819,0.000460781943826469,0.005821990012494321,1765.5831749710699,0.0413214468544345,6284503.24781159,True,nan,42,intergenic,10.0 - 100.0,0.012139706707691586
0.000460781943826469,0,0.0388547704284819,0.000460781943826469,0.005821990012494321,1765.5831749710699,0.0413214468544345,6284503.24781159,True,nan,42,intergenic,100.0 - inf,0.006531400363188538
0.000445427307664433,0,0.00962975319341981,0.000445427307664433,0.0024632160733346104,5000.0,0.0223146508598142,6264371.55161262,False,sel_scale,43,intergenic,0.0 - 1.0,0.9839796260686497
0.000445427307664433,0,0.00962975319341981,0.000445427307664433,0.0024632160733346104,5000.0,0.0223146508598142,6264371.55161262,False,sel_scale,43,intergenic,1.0 - 10.0,0.0055792888561429915
0.000445427307664433,0,0.00962975319341981,0.000445427307664433,0.0024632160733346104,5000.0,0.0223146508598142,6264371.55161262,False,sel_scale,43,intergenic,10.0 - 100.0,0.005456233766971564
0.000445427307664433,0,0.00962975319341981,0.000445427307664433,0.0024632160733346104,5000.0,0.0223146508598142,6264371.55161262,False,sel_scale,43,intergenic,100.0 - inf,0.004984851286815724
0.00048280716731394,0,0.0688697548610257,0.00048280716731394,0.008400616743152591,1235.5917887119501,0.0766148148173961,6270167.76315838,True,nan,44,intergenic,0.0 - 1.0,0.9575315451080275
0.00048280716731394,0,0.0688697548610257,0.00048280716731394,0.008400616743152591,1235.5917887119501,0.0766148148173961,6270167.76315838,True,nan,44,intergenic,1.0 - 10.0,0.01846710122805253
0.00048280716731394,0,0.0688697548610257,0.00048280716731394,0.008400616743152591,1235.5917887119501,0.0766148148173961,6270167.76315838,True,nan,44,intergenic,10.0 - 100.0,0.01684796682751674
0.00048280716731394,0,0.0688697548610257,0.00048280716731394,0.008400616743152591,1235.5917887119501,0.0766148148173961,6270167.76315838,True,nan,44,intergenic,100.0 - inf,0.007153386825842877
0.00048122380438523206,0,0.0684215903594795,0.00048122380438523206,0.00699607268632824,1975.87762001417,0.0731549889052163,6326970.89927793,True,nan,45,intergenic,0.0 - 1.0,0.961357539375785
0.00048122380438523206,0,0.0684215903594795,0.00048122380438523206,0.00699607268632824,1975.87762001417,0.0731549889052163,6326970.89927793,True,nan,45,intergenic,1.0 - 10.0,0.015488988743900818
0.00048122380438523206,0,0.0684215903594795,0.00048122380438523206,0.00699607268632824,1975.87762001417,0.0731549889052163,6326970.89927793,True,nan,45,intergenic,10.0 - 100.0,0.014673878679793986
0.00048122380438523206,0,0.0684215903594795,0.00048122380438523206,0.00699607268632824,1975.87762001417,0.0731549889052163,6326970.89927793,True,nan,45,intergenic,100.0 - inf,0.008479593208417121
0.000475444263455633,0,0.0739386067356767,0.000475444263455633,1.56190261140303,0.104322275990158,0.0747477005651052,6333689.48373385,True,nan,46,intergenic,0.0 - 1.0,0.9999999999999969
0.000475444263455633,0,0.0739386067356767,0.000475444263455633,1.56190261140303,0.104322275990158,0.0747477005651052,6333689.48373385,True,nan,46,intergenic,1.0 - 10.0,1.9730118210741522e-16
0.000475444263455633,0,0.0739386067356767,0.000475444263455633,1.56190261140303,0.104322275990158,0.0747477005651052,6333689.48373385,True,nan,46,intergenic,10.0 - 100.0,2.2974964927125538e-166
0.000475444263455633,0,0.0739386067356767,0.000475444263455633,1.56190261140303,0.104322275990158,0.0747477005651052,6333689.48373385,True,nan,46,intergenic,100.0 - inf,0.0
0.00046312129738341394,0,0.033422628363574,0.00046312129738341394,0.00522403083399833,2302.0250407615804,0.0409522563061835,6515838.56405175,True,nan,47,intergenic,0.0 - 1.0,0.9702358963917126
0.00046312129738341394,0,0.033422628363574,0.00046312129738341394,0.00522403083399833,2302.0250407615804,0.0409522563061835,6515838.56405175,True,nan,47,intergenic,1.0 - 10.0,0.011661798433498481
0.00046312129738341394,0,0.033422628363574,0.00046312129738341394,0.00522403083399833,2302.0250407615804,0.0409522563061835,6515838.56405175,True,nan,47,intergenic,10.0 - 100.0,0.011111857428461153
0.00046312129738341394,0,0.033422628363574,0.00046312129738341394,0.00522403083399833,2302.0250407615804,0.0409522563061835,6515838.56405175,True,nan,47,intergenic,100.0 - inf,0.006990447757289579
0.00047393209758364504,0,0.0573504547888534,0.00047393209758364504,1.61028826424934,0.170823382329325,0.0748615901617586,6316870.71940982,True,r_61,48,intergenic,0.0 - 1.0,0.9999999994682691
0.00047393209758364504,0,0.0573504547888534,0.00047393209758364504,1.61028826424934,0.170823382329325,0.0748615901617586,6316870.71940982,True,r_61,48,intergenic,1.0 - 10.0,5.317132091026845e-10
0.00047393209758364504,0,0.0573504547888534,0.00047393209758364504,1.61028826424934,0.170823382329325,0.0748615901617586,6316870.71940982,True,r_61,48,intergenic,10.0 - 100.0,3.9681743325889396e-101
0.00047393209758364504,0,0.0573504547888534,0.00047393209758364504,1.61028826424934,0.170823382329325,0.0748615901617586,6316870.71940982,True,r_61,48,intergenic,100.0 - inf,0.0
0.00047175579303791797,0,0.0724300950446161,0.00047175579303791797,0.180705132640275,1.73194627655689,0.0753162615835703,6321550.30172075,True,nan,49,intergenic,0.0 - 1.0,0.9923312563872754
0.00047175579303791797,0,0.0724300950446161,0.00047175579303791797,0.180705132640275,1.73194627655689,0.0753162615835703,6321550.30172075,True,nan,49,intergenic,1.0 - 10.0,0.0076687436113938275
0.00047175579303791797,0,0.0724300950446161,0.00047175579303791797,0.180705132640275,1.73194627655689,0.0753162615835703,6321550.30172075,True,nan,49,intergenic,10.0 - 100.0,1.347816476913429e-12
0.00047175579303791797,0,0.0724300950446161,0.00047175579303791797,0.180705132640275,1.73194627655689,0.0753162615835703,6321550.30172075,True,nan,49,intergenic,100.0 - inf,1.1258969632272808e-103
0.000483376434211404,0,0.0660601561216859,0.000483376434211404,0.0110054885535694,1056.14958606087,0.0755447117789172,6452532.88685385,True,nan,50,intergenic,0.0 - 1.0,0.946338132733075
0.000483376434211404,0,0.0660601561216859,0.000483376434211404,0.0110054885535694,1056.14958606087,0.0755447117789172,6452532.88685385,True,nan,50,intergenic,1.0 - 10.0,0.023931236503277217
0.000483376434211404,0,0.0660601561216859,0.000483376434211404,0.0110054885535694,1056.14958606087,0.0755447117789172,6452532.88685385,True,nan,50,intergenic,10.0 - 100.0,0.021563904485511366
0.000483376434211404,0,0.0660601561216859,0.000483376434211404,0.0110054885535694,1056.14958606087,0.0755447117789172,6452532.88685385,True,nan,50,intergenic,100.0 - inf,0.008166726278392718
0.00047166976205819197,0,0.0705285431811396,0.00047166976205819197,0.0572170256436016,11.912216178087599,0.0739525813550688,6316529.18225451,True,nan,51,intergenic,0.0 - 1.0,0.9522855500249292
0.00047166976205819197,0,0.0705285431811396,0.00047166976205819197,0.0572170256436016,11.912216178087599,0.0739525813550688,6316529.18225451,True,nan,51,intergenic,1.0 - 10.0,0.04718258031554036
0.00047166976205819197,0,0.0705285431811396,0.00047166976205819197,0.0572170256436016,11.912216178087599,0.0739525813550688,6316529.18225451,True,nan,51,intergenic,10.0 - 100.0,0.0005318696597920648
0.00047166976205819197,0,0.0705285431811396,0.00047166976205819197,0.0572170256436016,11.912216178087599,0.0739525813550688,6316529.18225451,True,nan,51,intergenic,100.0 - inf,5.449366792286505e-18
0.00047444804125996396,0,0.0696441652820921,0.00047444804125996396,0.0210559908983195,94.5641060151695,0.0674327882180128,6205284.87315657,True,nan,52,intergenic,0.0 - 1.0,0.9458509408411108
0.00047444804125996396,0,0.0696441652820921,0.00047444804125996396,0.0210559908983195,94.5641060151695,0.0674327882180128,6205284.87315657,True,nan,52,intergenic,1.0 - 10.0,0.04002276798096967
0.00047444804125996396,0,0.0696441652820921,0.00047444804125996396,0.0210559908983195,94.5641060151695,0.0674327882180128,6205284.87315657,True,nan,52,intergenic,10.0 - 100.0,0.014063166260987556
0.00047444804125996396,0,0.0696441652820921,0.00047444804125996396,0.0210559908983195,94.5641060151695,0.0674327882180128,6205284.87315657,True,nan,52,intergenic,100.0 - inf,6.312491256026776e-05
