bs_rep	neu_sfs	neu_call	sel_sfs	sel_call
47	448,185,124,93,63,60,75,36,61,44,19,32,27,47,26,25,43,17,32,20,16,17,10,12,22,17,11,21,22,15,11,6,11,7,15,21,23,12,6,4,13,10,15,7,10,9,17,7,12,22,12,17,15,6,14,25,26,23,43	902179	347,146,96,74,64,46,34,28,27,28,22,14,14,17,19,29,17,28,30,22,14,13,11,7,6,11,5,8,16,9,9,14,13,17,14,15,6,6,5,5,12,6,12,10,7,8,6,5,7,5,3,16,2,10,11,4,8,17,22	682230
48	411,156,110,76,63,81,70,42,40,36,19,24,28,34,17,30,44,23,34,19,11,16,17,14,18,5,9,30,11,17,17,11,21,4,17,16,20,9,10,9,17,19,14,6,13,11,19,7,9,19,7,9,16,9,11,15,22,34,29	882577	334,158,104,88,61,55,47,20,28,27,37,15,9,24,10,20,18,20,27,15,20,13,18,9,5,15,4,15,18,7,15,5,8,4,15,6,4,6,5,11,6,7,12,8,9,10,5,7,8,13,5,17,6,9,7,9,7,6,37	692716
49	394,183,103,81,58,68,60,48,40,32,34,21,37,32,25,25,31,27,33,17,23,17,9,10,13,10,11,20,14,20,7,3,15,3,16,16,10,16,9,18,9,9,15,18,7,9,13,7,14,14,18,16,16,4,13,28,26,28,37	862185	348,115,97,71,53,52,42,11,24,36,28,25,20,24,21,27,13,20,29,18,11,11,11,8,6,18,5,8,12,6,9,10,11,20,10,7,0,8,10,8,16,11,9,4,4,17,9,4,6,9,7,7,3,6,11,8,9,13,20	678263
50	431,185,121,99,67,57,65,43,51,59,34,31,36,40,29,31,40,18,32,16,15,19,12,30,19,13,24,21,17,17,13,8,18,5,17,26,16,8,10,8,14,15,11,16,9,8,10,10,13,18,19,17,24,7,11,17,15,18,37	946965	316,136,102,77,60,50,48,24,25,35,29,27,16,34,14,20,22,13,24,18,10,11,12,8,10,17,4,17,17,12,11,9,11,15,11,10,5,6,5,6,10,7,13,10,13,7,6,11,13,8,0,13,6,7,9,3,8,20,28	699700
51	393,188,118,75,56,55,63,37,42,40,44,29,30,48,44,26,41,24,30,19,22,20,7,12,25,17,8,18,18,25,9,17,11,5,15,17,16,10,8,11,19,6,9,20,19,13,6,8,10,19,13,22,17,13,14,29,24,23,30	920369	321,133,92,77,80,60,43,22,35,38,28,16,27,16,26,16,13,20,22,17,13,13,14,10,3,18,4,7,11,9,10,16,15,13,3,7,5,8,5,7,11,5,17,5,11,13,6,5,7,9,2,22,6,13,10,12,6,9,21	670552
52	438,176,101,98,58,55,67,40,42,46,30,23,28,35,31,22,43,26,25,17,19,22,13,20,18,11,10,18,15,17,10,17,20,6,11,19,15,3,13,6,16,8,13,13,21,11,13,15,16,19,14,23,19,8,11,18,19,36,38	882373	345,169,98,69,61,57,32,19,20,32,22,12,15,14,19,23,22,19,23,19,11,16,12,11,11,15,4,4,16,8,18,15,9,16,10,6,2,5,4,3,11,10,13,6,5,10,8,7,10,8,2,14,5,9,10,10,6,4,29	663011
53	407,179,115,89,56,76,69,42,42,43,20,38,29,27,38,27,57,12,19,18,20,16,13,12,23,13,16,25,15,15,15,8,24,5,9,13,16,16,6,10,7,9,15,15,10,14,12,5,12,21,9,18,12,9,18,23,19,28,29	880919	325,144,110,79,54,43,44,32,30,40,31,22,15,23,13,26,13,19,22,15,17,14,15,15,6,14,3,8,17,7,10,7,10,14,11,10,12,6,4,4,7,5,9,3,2,10,14,5,11,13,5,15,7,6,16,5,10,20,18	685534
54	417,162,129,89,56,61,71,44,48,37,29,31,46,48,33,31,34,23,28,14,11,17,13,29,17,11,19,24,20,26,15,5,11,8,19,21,17,10,17,3,16,12,15,14,17,15,20,5,9,21,8,25,11,11,16,23,22,27,41	876603	321,126,88,69,55,45,44,18,18,36,27,20,20,20,19,22,21,16,33,14,9,14,12,8,1,8,7,7,12,9,9,10,10,21,11,9,7,6,7,5,14,4,14,11,2,9,7,5,12,8,5,18,7,6,16,9,5,15,19	669271
55	395,155,144,108,51,67,56,34,47,59,24,23,34,35,29,29,42,13,30,21,12,13,10,14,20,13,11,19,12,19,10,9,12,3,22,21,21,13,3,6,8,12,14,11,12,9,14,11,8,17,11,17,20,8,21,19,34,23,39	905669	344,144,106,77,80,57,34,22,39,32,24,23,15,24,13,24,14,26,37,29,15,15,4,8,7,16,11,11,17,9,8,15,12,19,12,6,5,11,6,11,13,14,10,8,7,14,4,7,5,13,6,14,6,6,15,4,7,20,22	700899
56	420,171,112,87,73,72,88,41,58,44,26,14,24,33,23,24,46,18,37,16,14,24,8,17,25,18,16,31,18,25,15,11,18,5,14,17,25,14,12,9,13,8,15,10,16,9,12,6,11,16,8,21,22,12,12,14,29,24,33	927572	316,132,107,89,59,55,48,17,30,44,30,23,19,14,16,30,16,14,26,21,15,13,12,3,8,10,3,8,10,5,8,14,12,19,4,10,4,2,6,6,6,8,7,13,11,10,4,6,11,6,2,14,4,11,10,7,10,11,15	688950
57	388,141,109,108,55,66,57,54,37,47,35,29,35,39,20,20,46,21,25,17,16,12,5,20,19,21,12,23,10,20,14,8,16,2,20,13,14,7,12,6,15,7,11,20,19,6,13,6,15,20,18,22,20,10,12,25,11,29,39	899336	325,138,104,58,70,56,51,18,20,36,27,13,19,30,17,18,14,17,32,17,9,17,10,8,5,11,5,11,15,7,16,10,6,16,7,12,6,13,9,7,6,9,11,7,11,14,5,4,12,9,3,16,4,5,4,2,6,6,18	673658
58	402,144,108,100,60,68,68,46,51,54,24,28,30,32,22,27,44,11,32,15,14,26,11,19,15,11,13,18,21,26,9,6,7,11,18,15,18,14,7,11,13,12,11,7,11,9,18,10,9,19,13,14,13,10,15,23,27,24,42	890613	298,114,105,93,60,52,46,28,37,36,32,17,25,14,20,14,14,21,34,15,18,9,15,12,8,14,1,9,16,10,10,21,19,12,3,8,6,13,7,8,6,9,15,7,4,15,5,2,4,15,4,12,7,9,10,3,9,15,24	689903
59	396,185,113,71,55,73,52,45,53,30,26,28,30,38,24,24,36,18,30,14,16,25,13,15,10,25,18,27,12,26,17,10,19,2,16,17,15,9,7,8,15,13,14,7,13,9,15,5,9,20,12,16,21,8,14,18,18,34,38	889174	294,151,101,74,75,42,46,26,35,44,32,20,23,25,24,18,15,22,31,12,19,13,20,10,10,12,8,8,15,7,13,11,4,14,12,13,6,10,13,4,9,8,14,2,3,7,3,5,14,12,2,6,2,11,16,3,6,22,23	666803
60	439,180,115,94,53,55,58,53,41,43,42,27,39,34,31,26,47,30,26,21,22,31,14,23,20,16,16,20,29,13,16,8,14,6,15,24,13,14,7,9,11,13,12,9,21,8,18,6,6,17,11,17,14,4,15,32,24,33,26	924227	344,119,107,55,63,41,46,30,29,41,26,21,15,22,15,16,13,21,24,15,16,17,10,7,4,9,4,12,20,8,6,8,5,26,7,9,4,13,9,7,14,8,8,5,5,5,7,6,10,7,4,19,8,8,8,2,9,19,17	671150
61	389,196,140,84,62,61,58,53,57,40,30,26,30,40,29,25,26,16,31,22,14,27,19,18,15,14,7,19,17,19,16,10,20,5,20,22,12,13,2,8,16,5,13,12,15,8,16,10,11,20,11,23,17,9,10,23,33,34,28	901480	325,131,96,79,53,54,31,28,28,27,21,20,13,12,10,15,10,23,21,17,19,15,17,6,3,13,1,9,13,5,16,4,5,19,15,19,7,11,11,8,8,9,7,8,7,6,6,5,12,7,2,11,7,4,9,3,4,16,29	671586
62	448,203,110,96,60,73,65,47,48,46,33,19,36,38,30,28,50,25,28,19,19,18,12,22,26,20,15,29,22,16,14,10,18,2,17,18,14,13,9,5,12,5,13,19,12,16,13,7,7,29,13,14,14,6,17,17,19,27,35	928455	331,151,107,82,68,59,39,23,42,38,34,19,17,26,18,13,10,22,14,14,17,16,9,9,10,18,4,11,19,13,5,13,11,17,9,16,6,9,8,5,8,8,7,5,5,9,8,9,21,8,1,34,3,11,7,5,7,18,33	699104
63	404,187,142,96,66,61,63,41,45,47,24,23,30,28,29,22,43,33,28,18,13,24,14,23,24,16,20,24,14,18,12,17,13,6,13,17,16,14,10,8,15,8,12,16,13,9,8,11,9,23,12,20,15,15,14,23,29,18,35	913556	358,121,99,80,64,54,42,25,29,43,35,24,19,22,20,20,10,18,29,10,14,13,10,10,14,16,5,9,15,9,10,15,9,20,15,6,3,6,4,7,7,7,9,8,11,12,6,3,14,12,6,13,4,9,10,7,9,14,21	689912
64	364,166,126,84,60,54,56,38,47,36,32,22,29,39,20,33,39,21,24,23,8,17,13,17,28,9,9,17,12,20,12,10,9,4,11,29,21,16,13,8,10,12,9,11,10,8,19,10,11,21,14,16,13,12,14,32,19,34,36	855475	319,114,89,68,54,50,35,16,30,36,38,22,25,21,17,21,17,23,27,19,10,16,12,7,3,17,7,9,10,8,9,8,5,19,13,8,9,7,4,5,9,3,14,11,9,9,8,6,10,6,4,13,4,8,8,8,9,9,21	663134
65	418,162,95,95,53,68,65,40,32,40,38,28,27,39,24,25,40,22,23,20,13,19,7,14,21,11,9,25,16,19,10,12,14,3,16,18,19,18,7,3,14,8,15,11,13,12,15,14,6,12,14,22,20,13,17,21,28,24,44	873300	325,129,110,83,72,57,45,22,29,38,34,24,25,18,15,21,19,17,23,18,17,11,14,11,14,10,2,4,13,7,17,14,12,8,15,12,4,5,3,7,12,14,12,9,3,8,6,2,11,10,5,4,3,7,12,6,6,19,18	693637
66	443,168,116,83,54,58,61,51,47,37,29,35,20,33,30,25,31,13,14,23,18,16,10,22,16,11,10,15,11,21,13,7,13,5,18,12,19,9,8,9,8,9,12,13,13,9,12,7,16,19,18,17,20,7,16,14,14,34,42	864272	327,143,100,86,62,47,42,28,16,48,34,39,18,31,20,13,11,13,28,17,13,10,11,9,6,15,10,10,18,8,7,13,11,17,6,11,10,6,3,6,12,6,8,6,3,7,7,2,13,6,1,23,3,12,9,4,10,13,35	677207
67	449,187,139,77,63,76,59,56,52,35,34,26,42,29,33,21,31,17,33,13,17,10,12,14,14,11,9,29,16,21,16,15,13,8,16,20,16,8,10,10,14,9,14,13,13,15,17,15,16,20,13,12,9,8,22,17,24,28,31	922724	347,150,99,67,77,55,38,10,34,36,32,20,16,23,24,27,21,22,25,23,13,8,6,7,7,10,6,9,14,5,6,13,13,18,13,6,11,6,4,8,8,12,12,18,8,16,7,8,10,15,4,19,6,11,12,7,11,15,24	695248
68	405,166,124,86,49,59,68,38,41,41,30,24,24,46,30,30,31,15,30,16,18,18,14,18,13,11,7,20,15,25,19,8,22,6,21,18,18,7,12,5,14,11,16,9,12,14,14,9,10,21,12,14,22,6,17,11,38,28,36	873360	304,144,95,81,58,62,51,25,25,43,22,23,14,20,20,19,20,14,26,10,13,12,14,11,7,16,5,23,12,9,13,11,13,17,13,9,9,10,3,6,14,3,14,12,8,12,9,4,10,13,2,16,7,13,3,6,4,15,26	667500
69	419,176,110,111,69,72,51,49,49,39,39,24,26,36,30,22,35,20,14,18,16,21,9,19,17,12,13,21,13,24,11,6,15,9,22,17,16,5,5,9,8,10,11,8,11,11,15,11,12,13,8,16,20,12,9,15,24,32,22	876695	343,154,95,82,63,46,51,18,29,33,24,14,13,16,7,17,12,18,29,15,16,12,15,12,5,11,1,6,17,10,9,14,9,13,5,12,4,10,3,10,9,14,8,11,7,8,6,4,15,11,3,16,8,14,9,7,5,20,19	686805
70	416,163,124,78,72,73,76,41,61,44,27,30,29,40,30,21,36,15,28,24,17,21,12,19,17,15,16,26,13,23,19,14,16,2,16,26,28,8,7,8,17,11,15,11,14,12,15,8,7,18,12,25,21,9,17,12,24,23,32	924479	330,148,114,50,61,54,38,21,42,33,34,12,20,17,24,28,22,21,24,15,18,17,15,7,5,14,5,3,13,7,14,8,20,18,11,10,4,14,7,10,10,15,17,10,8,10,4,10,16,8,5,24,9,8,16,3,9,5,19	683052
71	436,160,114,77,49,75,75,45,42,30,17,28,37,29,22,28,42,19,26,16,27,21,12,6,27,7,15,37,15,20,13,11,18,4,11,11,15,8,10,7,19,14,16,10,15,18,16,8,8,18,18,24,11,11,17,26,27,35,36	899756	320,142,118,83,53,69,39,21,30,28,28,20,25,19,20,16,16,26,24,14,21,21,10,10,13,15,8,10,21,8,10,11,11,17,18,14,7,12,8,10,8,8,17,5,5,8,9,4,10,17,2,14,5,8,13,3,8,7,21	684463
72	444,186,127,74,64,75,73,45,48,44,28,23,29,36,23,27,42,32,23,32,22,20,9,14,16,17,11,30,24,23,9,19,11,1,7,20,20,13,10,13,26,12,10,13,16,12,17,13,20,24,11,16,15,15,14,24,16,37,45	906684	350,137,100,62,73,61,35,38,29,40,24,27,24,30,18,23,17,21,27,28,21,10,9,13,12,14,6,3,17,10,14,16,14,17,12,7,6,9,8,4,17,8,13,9,8,7,12,9,11,12,3,15,6,11,9,6,10,11,26	692019
73	366,176,119,86,56,58,54,46,44,35,30,20,22,34,29,18,37,18,19,20,20,19,13,20,15,12,12,21,18,18,17,9,10,5,21,24,11,8,12,10,10,10,13,8,11,8,15,11,7,20,14,15,7,13,14,29,20,27,31	894867	318,139,85,71,52,52,40,20,36,47,26,29,18,23,11,21,10,10,33,13,18,12,10,11,11,16,4,9,17,5,8,8,7,16,9,4,3,11,7,2,5,13,9,3,3,6,10,7,11,13,1,19,1,6,12,2,7,15,18	685176
74	438,175,132,89,66,60,65,41,36,62,26,35,36,45,21,30,50,20,24,18,21,18,12,23,17,15,12,29,16,19,13,1,13,7,11,20,21,13,11,9,9,8,9,12,15,5,15,13,17,20,9,22,11,13,15,19,20,25,35	922237	353,140,92,65,76,60,45,19,24,33,31,22,21,25,15,21,19,20,29,19,10,15,11,11,4,16,4,6,11,16,9,9,11,10,8,14,1,10,6,18,13,11,16,10,12,11,6,6,13,6,4,12,8,7,10,3,4,14,17	699546
75	437,182,109,86,64,50,64,41,51,50,22,31,32,37,35,21,42,22,27,23,9,16,14,16,21,14,10,21,18,29,13,11,10,3,11,35,21,10,11,12,18,12,12,14,17,10,13,11,12,24,18,13,19,10,12,13,23,30,37	899472	332,143,83,75,52,37,40,27,27,18,27,29,29,22,13,15,13,17,32,27,14,14,9,10,3,13,5,10,15,7,12,12,9,20,12,9,7,8,3,7,10,6,14,9,6,12,5,4,13,10,2,19,4,14,4,6,7,10,14	689385
76	394,179,88,73,68,70,59,38,47,30,29,20,43,28,31,29,36,17,27,15,13,17,15,11,21,6,10,23,24,16,12,13,11,5,15,22,14,12,5,5,11,9,12,9,13,10,15,11,18,17,16,20,17,12,15,14,19,33,39	868671	305,124,111,69,64,59,52,27,31,32,25,31,18,25,13,22,20,21,25,17,9,8,12,9,4,13,5,6,22,9,10,6,16,11,10,18,11,2,6,6,7,8,7,7,9,15,7,1,7,16,3,21,7,6,14,9,9,19,15	667835
77	422,176,122,104,67,72,69,45,43,40,26,28,32,38,24,28,30,21,32,25,15,14,8,19,21,7,15,25,21,23,15,12,12,6,23,14,13,5,4,8,14,15,15,9,11,13,21,19,4,21,7,10,26,11,16,24,21,16,40	896655	310,130,107,61,75,55,52,20,34,29,26,29,19,22,15,19,11,14,20,12,11,14,13,9,7,14,3,6,20,12,10,10,8,11,16,12,6,11,6,6,8,8,12,8,9,11,9,6,14,11,3,20,6,9,14,4,3,17,32	697528
78	405,172,119,90,62,60,72,47,50,38,22,25,34,36,30,24,40,17,29,9,19,23,16,19,22,12,23,29,14,29,15,11,10,3,14,23,21,10,8,3,14,14,20,14,14,9,11,10,13,19,14,18,18,14,13,32,32,27,36	896850	320,131,109,84,58,61,47,20,37,38,26,25,24,26,19,25,19,20,24,12,11,13,13,6,7,11,6,16,18,4,13,5,7,17,7,6,8,13,2,4,5,6,15,7,10,14,3,9,11,10,2,10,5,9,16,8,10,11,11	683035
79	417,158,125,90,62,46,73,35,46,36,32,27,36,40,31,23,35,22,27,13,15,22,7,9,24,13,16,24,18,28,23,10,12,5,17,18,16,5,13,11,15,14,12,16,14,13,16,5,10,20,11,21,15,5,22,21,24,30,36	902578	336,131,114,63,52,47,47,21,27,27,26,16,16,32,17,19,15,20,27,18,22,13,9,8,5,9,2,8,21,4,11,14,9,16,5,12,6,8,4,7,13,8,9,7,6,8,6,10,15,7,2,15,6,5,6,6,6,12,15	687071
80	351,163,103,86,83,63,68,52,40,27,17,29,36,34,27,28,31,28,27,20,15,24,5,10,15,11,9,14,14,17,7,10,15,5,18,17,16,12,12,7,7,12,12,13,15,16,12,8,14,17,9,16,19,9,18,22,27,39,38	837324	370,142,107,73,74,55,47,21,27,20,30,20,22,27,21,25,15,21,24,25,19,22,12,9,5,15,7,7,20,8,10,11,8,14,10,10,8,6,5,5,12,7,14,8,7,14,5,2,7,14,4,14,6,8,17,6,9,15,22	686963
81	398,191,111,102,54,55,71,50,50,41,33,33,30,37,20,34,42,16,24,22,16,21,8,18,19,14,15,27,16,24,12,13,21,3,16,18,20,8,8,7,18,12,16,16,21,18,14,11,12,11,11,20,15,5,18,26,20,31,47	913101	364,170,79,64,77,61,43,29,20,35,25,22,23,26,18,21,16,11,28,11,17,19,16,6,7,13,7,11,12,8,10,9,10,19,11,9,3,10,6,9,10,8,9,7,6,12,3,5,12,15,2,20,6,3,15,3,7,11,15	697923
82	435,180,114,97,55,58,55,45,47,47,31,17,22,37,31,24,45,21,33,16,15,26,8,16,25,9,14,23,19,22,14,10,11,3,17,17,16,6,10,7,15,13,13,10,15,10,12,7,11,18,9,13,19,12,23,20,27,29,36	931100	321,123,86,76,60,58,42,13,32,37,35,24,22,24,12,11,16,16,27,14,10,9,6,9,10,11,7,2,9,8,14,8,6,6,9,9,5,9,7,5,10,6,12,4,5,6,9,2,10,4,4,14,9,7,13,6,3,15,19	683995
83	394,178,106,96,63,60,61,50,37,40,30,25,34,38,35,21,32,13,27,27,23,21,14,20,17,7,11,25,15,31,13,11,16,5,16,21,12,14,11,16,17,11,11,11,13,14,14,6,9,21,9,18,20,12,11,18,25,29,34	889530	305,134,101,73,44,46,41,29,33,38,29,26,13,30,10,18,14,23,26,21,18,8,15,12,2,13,8,10,16,9,9,9,8,13,7,13,8,13,6,12,16,7,14,6,5,5,5,3,9,7,3,14,3,7,10,5,5,13,20	671644
84	402,165,120,95,66,66,59,43,38,35,30,23,37,38,22,18,26,15,26,15,20,19,11,13,20,8,12,22,13,26,11,13,19,10,16,16,13,6,5,9,15,12,13,14,7,8,12,11,7,18,21,16,15,12,10,24,25,33,37	881058	327,135,93,90,67,42,37,28,36,37,33,22,16,23,10,28,14,17,30,16,17,16,18,9,9,15,13,8,13,6,4,14,10,15,3,18,2,5,11,5,13,14,10,10,9,17,3,5,8,5,6,15,1,8,14,3,8,17,11	663828
85	425,173,118,88,59,63,64,49,40,33,21,29,24,41,25,26,45,23,21,27,19,20,8,16,24,15,9,16,16,27,9,10,18,5,16,19,21,8,9,9,8,8,13,7,15,11,12,13,6,14,8,13,23,15,15,31,25,21,42	887095	356,111,89,77,66,56,39,34,28,31,34,27,22,16,18,18,18,21,37,25,14,15,12,4,4,14,5,12,13,10,10,11,6,21,8,9,11,5,7,7,11,8,18,7,10,11,7,4,7,9,4,19,7,5,9,9,4,8,22	699061
86	435,181,104,79,64,69,51,49,43,34,29,25,27,36,27,34,32,23,27,19,20,21,15,13,19,16,13,25,12,20,21,10,16,1,16,17,9,11,14,9,15,10,12,13,15,12,11,5,12,20,10,22,19,11,13,29,28,36,24	891395	327,143,104,68,62,62,45,21,32,16,35,26,15,12,20,23,10,21,28,16,16,13,13,3,12,9,5,7,15,11,7,14,15,10,10,5,5,5,9,5,19,4,15,7,6,10,5,11,10,11,2,21,7,8,5,4,10,20,18	702325
87	426,161,116,76,64,53,54,49,43,48,34,32,26,33,32,22,32,26,24,19,14,22,6,19,15,9,13,25,11,21,18,9,14,6,13,21,13,9,10,8,14,6,17,11,11,19,14,7,10,17,13,17,9,12,13,19,23,25,32	899574	315,154,96,80,70,59,50,26,26,30,33,20,9,23,23,18,9,17,26,22,15,12,17,7,6,13,5,16,27,13,13,13,11,13,3,6,4,9,4,5,9,5,9,7,5,7,7,3,15,6,3,17,5,8,9,4,4,12,24	686649
88	429,187,120,101,71,60,60,62,48,47,32,39,38,29,24,24,47,29,29,17,14,21,8,12,19,10,13,18,17,22,10,16,11,9,20,24,14,9,13,9,18,12,15,14,17,12,16,9,14,16,25,20,21,11,15,23,25,23,33	916846	308,137,96,75,58,60,44,32,26,37,30,18,18,21,14,24,16,16,11,21,14,14,19,10,10,12,6,11,18,13,7,3,9,13,9,7,5,5,7,8,11,6,12,8,6,9,5,7,8,17,2,11,5,9,10,5,8,15,22	676436
89	444,166,103,86,63,66,51,45,55,43,32,31,28,35,26,25,37,25,23,15,10,18,10,15,21,9,16,30,14,12,9,4,11,4,19,23,18,6,6,4,9,7,10,16,11,8,16,9,13,21,14,17,17,12,15,32,26,39,43	893929	379,142,113,76,60,54,39,26,28,40,31,26,20,17,13,20,13,10,27,23,19,17,9,12,7,9,5,11,23,12,13,6,5,13,11,18,7,8,2,3,15,4,10,12,2,9,7,8,12,11,1,11,5,12,5,5,6,6,23	696044
90	369,196,126,101,74,72,74,59,35,36,24,23,47,34,26,27,35,22,34,22,33,15,8,13,22,7,14,24,15,17,15,6,14,8,18,18,17,12,15,13,12,11,13,18,17,16,12,10,11,13,9,24,23,11,23,27,18,31,41	874528	338,129,99,77,85,51,35,14,41,26,19,25,25,14,23,14,18,25,24,18,13,9,17,7,6,10,2,20,18,4,9,13,11,15,8,11,9,11,3,3,13,8,11,15,8,10,3,8,13,6,0,19,13,4,8,7,9,12,30	693026
91	402,147,109,97,69,65,69,54,41,43,27,42,40,26,24,27,36,21,26,18,18,15,15,16,28,11,17,23,16,19,16,12,10,9,14,31,19,8,11,6,13,9,8,11,14,14,17,12,14,20,11,19,20,16,10,32,20,30,35	898072	334,129,91,63,46,50,21,26,24,37,33,23,22,10,18,22,14,18,33,16,15,12,9,8,5,9,4,9,18,9,13,11,9,19,16,16,11,13,7,11,12,11,10,4,5,10,6,4,12,10,5,16,8,11,13,5,10,7,29	669826
92	386,160,118,89,57,60,49,52,45,37,28,22,30,36,23,23,30,18,21,18,19,10,10,18,17,10,12,20,15,19,14,10,8,7,18,16,10,7,13,7,18,13,12,20,16,13,20,11,9,11,8,13,17,16,16,16,26,25,31	885395	359,153,103,63,55,49,47,17,23,46,25,20,21,10,22,21,20,14,22,20,16,14,12,9,6,12,6,12,21,9,3,15,5,10,8,18,4,7,2,3,13,6,10,16,8,7,8,12,11,6,4,20,7,6,12,4,7,12,20	696009
93	444,165,131,104,71,43,59,59,43,39,22,16,31,43,30,23,40,22,30,20,16,13,11,13,18,13,18,25,14,22,21,11,15,6,17,22,20,9,12,11,5,13,11,13,14,10,15,7,16,33,9,13,10,8,14,24,25,20,36	934626	304,134,108,55,58,49,51,24,35,31,31,15,13,25,22,18,16,12,26,16,12,18,12,11,8,18,5,6,16,7,10,15,6,19,7,5,7,7,5,12,12,5,19,10,7,7,7,7,8,8,6,16,8,5,14,4,8,5,27	694488
94	414,181,108,91,59,51,67,40,40,36,29,19,33,39,32,22,29,20,26,19,18,23,6,19,26,10,15,22,14,23,20,14,19,7,17,21,17,7,10,8,12,10,11,12,19,10,13,11,6,16,11,13,24,9,18,14,17,31,46	867653	324,147,113,73,77,60,36,24,32,37,22,18,21,24,19,15,11,18,28,24,12,10,10,6,7,5,4,16,13,7,5,12,14,6,10,9,5,13,10,3,6,8,11,10,5,5,7,2,11,8,2,12,6,10,3,11,9,13,28	687186
95	398,148,117,98,73,61,77,45,40,50,27,21,26,41,23,36,54,16,31,15,21,24,15,17,25,11,22,28,9,18,16,11,19,4,19,25,23,10,7,8,8,8,11,8,19,10,18,6,12,13,10,15,20,11,13,18,25,18,41	902697	324,133,122,61,71,60,37,27,22,45,24,27,8,16,20,26,18,24,21,12,10,14,11,6,4,8,2,12,19,10,14,9,6,14,10,12,9,11,8,8,8,11,8,9,6,10,5,9,7,8,3,18,7,7,11,9,9,6,15	663662
96	425,173,116,95,62,69,84,47,42,40,33,17,34,38,25,30,27,23,32,19,16,19,15,22,23,15,21,28,19,14,14,7,20,8,19,24,26,12,17,3,18,12,14,6,8,9,18,12,9,22,8,20,17,8,14,34,36,28,32	911872	325,143,97,85,77,57,36,18,35,28,28,33,23,23,14,22,21,14,29,15,11,10,18,12,10,14,3,12,16,12,8,5,19,14,16,13,7,10,4,10,13,6,8,12,2,8,7,9,16,12,3,17,10,7,7,8,6,17,19	685804
97	454,190,105,98,58,70,64,66,53,40,36,26,35,41,29,31,41,21,23,18,19,19,9,20,16,10,13,24,18,32,15,6,14,6,21,25,12,9,8,5,20,7,14,20,19,16,17,7,12,26,21,18,21,18,5,23,28,35,35	917231	315,134,100,66,65,51,39,19,29,25,25,25,26,33,16,26,22,23,28,20,17,9,7,13,0,14,8,6,17,15,6,7,19,19,7,16,5,14,5,8,12,6,17,7,7,12,7,5,21,13,3,24,10,8,10,5,5,14,18	676456
98	408,178,110,91,67,74,71,48,50,29,34,22,26,31,24,18,32,15,26,19,19,25,9,12,22,16,6,29,16,16,14,14,20,5,18,16,18,5,10,9,24,13,13,12,12,9,13,14,14,22,17,13,12,7,19,17,26,33,42	884717	334,116,107,86,65,52,40,18,23,33,34,27,22,14,11,20,10,12,26,20,14,17,12,7,12,10,7,10,18,9,11,15,7,16,13,17,11,6,4,6,14,8,12,10,5,13,7,3,9,13,4,13,5,9,11,7,7,10,27	689452
99	400,174,111,71,65,57,77,44,44,39,24,21,26,33,30,22,29,16,29,9,17,23,6,22,18,13,15,21,18,16,7,6,23,3,15,17,19,12,6,8,13,5,10,10,15,5,14,5,12,19,4,27,11,8,16,16,22,42,23	868806	324,119,89,59,78,51,48,18,30,34,27,29,18,19,21,17,14,21,19,13,12,10,11,7,4,14,2,11,20,6,15,7,14,13,8,12,3,8,7,7,12,10,16,12,10,10,6,4,6,10,2,11,8,10,9,9,13,16,19	689035
100	415,170,99,95,49,48,72,47,47,43,24,25,32,36,33,31,42,18,18,21,14,23,7,20,25,12,13,23,17,25,14,12,11,6,17,18,17,11,5,19,12,11,15,16,17,15,14,12,10,8,14,11,22,11,13,16,20,32,38	879490	331,128,96,74,75,58,44,20,31,41,26,18,23,9,18,19,15,15,32,11,22,9,14,11,8,14,2,10,17,10,10,14,12,7,6,11,8,10,8,7,13,10,12,6,6,12,5,9,11,22,2,27,5,10,8,11,10,13,32	677230
