run,imp,exit_code,neu_theta_1,neu_gamma_1,neu_e_1,sel_theta,sel_shape,sel_scale,sel_e,lnL,converged,bounds,rep,region
385,1,3,0.000508477592388205,0,0.0893542288659191,0.000508477592388205,3.77711258710807,0.1,0.0516605962850357,10605.9847104262,True,sel_scale;r_59,0,utr-enhancers
275,1,3,0.000474460740000222,0,0,0.000474460740000222,0.0133940747939755,802.450123566904,0.000493457695355439,10445.3441672007,True,neu_e_1,1,utr-enhancers
13,1,3,0.000470492556790751,0,0.0912949641772075,0.000470492556790751,3.35648312097731,0.1,0.0526168477394868,10402.7011685873,True,sel_scale;r_59,2,utr-enhancers
314,1,3,0.000513232533251619,0,0.0956958691009454,0.000513232533251619,1.6435320777217,0.1,0.0367740795995872,10626.518035465,True,sel_scale;r_59,3,utr-enhancers
810,1,3,0.000530303807820265,0,0.0365448469230804,0.000530303807820265,0.00703604181605025,5000,0,11301.5037055385,True,sel_scale;sel_e,4,utr-enhancers
478,1,3,0.000535548390424157,0,0.102675324731594,0.000535548390424157,3.60041797418493,0.1,0.0584914686995055,11465.954128694,True,sel_scale;r_59,5,utr-enhancers
855,1,3,0.000490287868218057,0,0.0976754280252103,0.000490287868218057,0.0167519451437685,255.015391400858,0.0599481945559169,10436.1349823787,True,r_59,6,utr-enhancers
704,1,3,0.000507974692706635,0,0.0754003029419963,0.000507974692706635,0.0250863264836974,801.631227572375,0.0452836248706245,10443.005393332,True,r_59,7,utr-enhancers
138,1,3,0.000473060051527377,0,0.0126521438269819,0.000473060051527377,0.0104119024591944,1521.06483679008,0,10267.1895833968,True,sel_e,8,utr-enhancers
995,1,3,0.000510498739060686,0,0.0708548516501652,0.000510498739060686,0.240571110214564,3.22998134351505,0.0421105955186167,10476.0706998996,True,r_59,9,utr-enhancers
334,1,3,0.000492755565290435,0,0.101100632394095,0.000492755565290435,0.0511131823616534,11.8639127026718,0.0670170688322447,10796.5495591076,True,r_59,10,utr-enhancers
125,1,3,0.000535563927853994,0,0.0883105289372629,0.000535563927853994,0.00714777263183382,2018.12515049224,0.0545717503041955,10731.3138527787,True,r_59,11,utr-enhancers
634,1,3,0.000475770542435094,0,0.0365398073329009,0.000475770542435094,6.3404703130889,0.1,2.22044604925031e-18,10625.5876313606,True,sel_scale,12,utr-enhancers
234,1,3,0.000495617428000852,0,0.0674386952383903,0.000495617428000852,0.0193160089898978,1473.4916267155,0,10624.6668947885,True,sel_e,13,utr-enhancers
720,1,3,0.000470271253508698,0,0.0301623221324207,0.000470271253508698,4.54869757593286,0.1,0,11391.5028682448,True,sel_scale;sel_e,14,utr-enhancers
992,1,3,0.000521731149360348,0,0.0711233326989626,0.000521731149360348,0.031721640341784,14.5336638882791,0.043121497501701,10501.8043333823,True,r_59,15,utr-enhancers
238,1,3,0.000497912001752381,0,0.0797804198067699,0.000497912001752381,0.001,0.1,0,10942.4004306326,True,sel_shape;sel_scale;sel_e,16,utr-enhancers
585,1,3,0.000537888918245222,0,0.106769964334113,0.000537888918245222,5.65608005606816,0.1,0.0616975455938827,10504.7209801689,True,sel_scale;r_59,17,utr-enhancers
683,1,3,0.000522775721131844,0,0.0947943467426106,0.000522775721131844,0.00957970919387337,173.742436171537,0.0566509338389267,10743.6912509999,True,r_59,18,utr-enhancers
992,1,3,0.000522675787438599,0,0.128671506897966,0.000522675787438599,1.54966961355013,0.1,0.0624386280250869,10203.5301992661,True,sel_scale;r_59,19,utr-enhancers
65,1,3,0.000508309316585856,0,0.0891379276756803,0.000508309316585856,4.28356025870706,0.1,0.0508145739456638,10844.3416729791,True,sel_scale;r_59,20,utr-enhancers
362,1,3,0.000505382696582903,0,0.0669097776714821,0.000505382696582903,0.230612814849755,2.89605907441745,0.0543806341795685,10002.7619996236,True,r_59,21,utr-enhancers
19,1,3,0.000519591933319889,0,0.0981285106367229,0.000519591933319889,0.00634443448361615,2124.05593252924,0.0517848527471275,10474.8207199133,True,r_59,22,utr-enhancers
929,1,3,0.000534580470196602,0,0.0834540437192144,0.000534580470196602,0.0272109142657698,414.213655338339,0.0483631673684689,10385.4443470577,True,r_59,23,utr-enhancers
427,1,3,0.000546475033750695,0,0.094495845575025,0.000546475033750695,0.191309763784126,3.65038907139341,0.0558245952747528,11513.5012661291,True,r_59,24,utr-enhancers
171,1,3,0.000498831681462611,0,0.0863954853510187,0.000498831681462611,0.0032083170903978,5000,0.0537503886387555,9944.6988238277,True,sel_scale;r_59,25,utr-enhancers
70,1,3,0.000529273082479401,0,0.0997220574983449,0.000529273082479401,7.01425158879418,0.1,0.0549712276190189,10985.0695992237,True,sel_scale;r_59,26,utr-enhancers
545,1,3,0.000473465250299365,0,0.0527964250422289,0.000473465250299365,0.001,1439.95830984631,0,10358.9302822322,True,sel_shape;sel_e,27,utr-enhancers
322,1,3,0.000530343222445824,0,0.114540278083643,0.000530343222445824,0.00571193009762311,2112.43198858025,0.0632516208958741,10747.9603359465,True,r_56,28,utr-enhancers
921,1,3,0.000515133322397655,0,0.0759882207506807,0.000515133322397655,6.32044630116868,0.1,0.039604950284607,11089.7010867265,True,sel_scale;r_59,29,utr-enhancers
222,1,3,0.000493789380110902,0,0.0989543462951653,0.000493789380110902,1.34532522345973,0.1,0.0456894849226294,10087.8464258603,True,sel_scale;r_59,30,utr-enhancers
676,1,3,0.000499326984722788,0,0.131122252430825,0.000499326984722788,0.001,0.1,0.0509657664200211,10781.2697590385,True,sel_shape;sel_scale,31,utr-enhancers
771,1,3,0.00052155879208912,0,0.100832314582178,0.00052155879208912,0.0817830964785191,10.3972956437955,0.0733947615991866,10750.234387643,True,r_59,32,utr-enhancers
171,1,3,0.000523666575435249,0,0.0769630821794316,0.000523666575435249,0.0115930832903704,243.298540710965,0.0352824037263211,11122.3453833788,True,,33,utr-enhancers
628,1,3,0.000485322347848146,0,4.44089209850063e-18,0.000485322347848146,5.68999393441726,0.1,0.00226109939797241,10908.2879229966,True,sel_scale,34,utr-enhancers
863,1,3,0.000513319462651154,0,0.105223609876288,0.000513319462651154,6.79534752557391,0.1,0.0578079657721074,11006.5402668901,True,sel_scale;r_59,35,utr-enhancers
328,1,3,0.000492825147185109,0,0.116782226553741,0.000492825147185109,3.2577568246501,0.1,0.0572591257325381,10494.796030216,True,sel_scale;r_59,36,utr-enhancers
955,1,3,0.000525636601678218,0,0.0711120764404025,0.000525636601678218,0.0459415335273681,165.947568851679,0.0387097516473251,10876.6718540635,True,r_59,37,utr-enhancers
848,1,3,0.00047748465873649,0,0.0503199767221701,0.00047748465873649,0.00414240695850044,1980.39515062714,0,10127.3705637201,True,sel_e,38,utr-enhancers
899,1,3,0.000495398773934809,0,0.0874923413654195,0.000495398773934809,0.00332889182825278,531.844891209006,0.0613370882610386,10649.2192600942,True,r_59,39,utr-enhancers
884,1,3,0.00048492597114684,0,0.0795072862779747,0.00048492597114684,0.1461334842332,6.4619763652484,0.0435798680429307,10369.1304312554,True,r_59,40,utr-enhancers
619,1,3,0.000519674162399404,0,0.0771599909907889,0.000519674162399404,0.0727404153396277,6.28585476051795,0.0570143680596229,10946.4313392335,True,r_59,41,utr-enhancers
623,1,3,0.000472985697835201,0,0.0344245540017406,0.000472985697835201,2.28400092688046,0.1,2.22044604925031e-18,10723.800268389,True,sel_scale,42,utr-enhancers
742,1,3,0.000492498446102169,0,0.102021220410096,0.000492498446102169,4.06139052354187,0.1,0.061058477795599,10387.9856161566,True,sel_scale;r_59,43,utr-enhancers
537,1,3,0.000537461474087463,0,0.112407082404755,0.000537461474087463,0.00730335046902757,1948.95387976569,0.0553436572875427,11337.6077155331,True,r_59,44,utr-enhancers
10,1,3,0.000533157180669661,0,0.10188033788207,0.000533157180669661,0.0105138235782702,245.223394661429,0.0337962240693648,11069.4780224165,True,r_59,45,utr-enhancers
818,1,3,0.000518991910221884,0,0.113844437971955,0.000518991910221884,0.001,0.1,0.0637121787583093,10916.7619012483,True,sel_shape;sel_scale;r_59,46,utr-enhancers
221,1,3,0.000548229236941045,0,0.0918463439396655,0.000548229236941045,0.0229690173253958,161.62995164687,0.0557929684657897,11021.3140055113,True,r_59,47,utr-enhancers
170,1,3,0.000515806050415598,0,0.089833163639177,0.000515806050415598,5.20776068828099,0.1,0.0728798025817596,10515.3547140406,True,sel_scale;r_59,48,utr-enhancers
288,1,3,0.000488948372350896,0,0.0268390581802931,0.000488948372350896,4.55047804074939,0.1,0,10138.2333795909,True,sel_scale;sel_e,49,utr-enhancers
178,1,3,0.000493801918655659,0,0.0824681489202297,0.000493801918655659,4.10548091349646,0.1,0.0763893710259834,10999.2563573678,True,sel_scale;r_59,50,utr-enhancers
816,1,3,0.000481302601749161,0,0.0840862383275373,0.000481302601749161,2.98053286150114,0.1,0.0507357366317246,10581.2987221504,True,sel_scale;r_59,51,utr-enhancers
441,1,3,0.000551151811709228,0,0.100433548809746,0.000551151811709228,5.66912179350539,0.1,0.0590225007387401,10754.2063803629,True,sel_scale;r_59,52,utr-enhancers
330,1,3,0.000498567341975102,0,0.0705523762749517,0.000498567341975102,0.148622450575115,3.72304496813367,0.0483620934475147,10592.4071076365,True,r_59,53,utr-enhancers
693,1,3,0.000525376433369576,0,0.09095801359101,0.000525376433369576,0.0629132369357878,78.5228119399997,0.0542545389908647,10535.8591437061,True,r_59,54,utr-enhancers
803,1,3,0.000497871781437935,0,0.0991891262565339,0.000497871781437935,0.001,0.1,0.0541653717132706,10859.7127406444,True,sel_shape;sel_scale;r_59,55,utr-enhancers
730,1,3,0.000486341009289213,0,0.0780685829745959,0.000486341009289213,0.837936390460932,0.828391411147043,0.0413824977346806,10738.348743201,True,r_59,56,utr-enhancers
25,1,3,0.000490105752957314,0,0.105472599720091,0.000490105752957314,3.63955723650992,0.1,0.0441292979235934,10160.933951137,True,sel_scale;r_59,57,utr-enhancers
994,1,3,0.000486759979797502,0,0.11522788656861,0.000486759979797502,0.0104888629677006,149.13024339056,0.0602349889588382,10292.0972218935,True,r_59,58,utr-enhancers
837,1,3,0.000482593864359097,0,0.107782776069559,0.000482593864359097,0.113124589183947,0.1,0.0582300880278012,10399.4750808826,True,sel_scale,59,utr-enhancers
765,1,3,0.000518968146229503,0,0.0565757307811572,0.000518968146229503,6.52039678298052,0.1,0.0460347388915044,10813.7261025695,True,sel_scale;r_59,60,utr-enhancers
8,1,3,0.000494413847395422,0,0.0876151464554596,0.000494413847395422,0.106319478235979,17.1246515830764,0.0614695255567609,10415.8563636717,True,r_59,61,utr-enhancers
296,1,3,0.00052164129314184,0,0.0867273773401238,0.00052164129314184,0.0553049672995155,9.1306159399681,0.0736281274041631,11457.1217151336,True,r_59,62,utr-enhancers
311,1,3,0.000510881627767997,0,0.0820261315207864,0.000510881627767997,4.19987784950419,0.1,0.0528858777316167,10968.5453703896,True,sel_scale;r_59,63,utr-enhancers
486,1,3,0.000475587204377836,0,0.0734357911013792,0.000475587204377836,5.68910708624158,0.1,0.0332562681580543,9806.15711301782,True,sel_scale,64,utr-enhancers
470,1,3,0.0005146135458153,0,0.106091417734641,0.0005146135458153,4.69047413849982,0.1,0.0456351245912228,10482.7959606,True,sel_scale;r_59,65,utr-enhancers
903,1,3,0.00054791554758825,0,0.108143833945202,0.00054791554758825,1.89663229853238,0.1,0.0712517918539022,10590.3672157837,True,sel_scale;r_56,66,utr-enhancers
904,1,3,0.000526162102835167,0,0.0724393194912681,0.000526162102835167,0.0540858091798095,2.22811048739494,0.0564063311275791,11262.2363191842,True,r_59,67,utr-enhancers
702,1,3,0.000500643066347864,0,0.100538935125272,0.000500643066347864,1.90869686794758,0.1,0.0624272085734474,10434.4110399033,True,sel_scale;r_59,68,utr-enhancers
684,1,3,0.000516530675907863,0,0.0547128718841985,0.000516530675907863,0.0591625123848019,20.1206093015876,0.0466310424466146,10571.6395730365,True,r_59,69,utr-enhancers
11,1,3,0.000495800121334978,0,0.0846314122970082,0.000495800121334978,0.00117091184969868,36.4174483136826,0.0454752464080943,10943.5490106576,True,r_59,70,utr-enhancers
290,1,3,0.000513208325207987,0,0.108021274141449,0.000513208325207987,0.587498733669839,0.1,0.0442964193184943,10829.3402187706,True,sel_scale;r_59,71,utr-enhancers
838,1,3,0.000505892362334281,0,0.0365941702998217,0.000505892362334281,3.04361829054677,0.1,2.22044604925031e-18,11546.8112799377,True,sel_scale,72,utr-enhancers
494,1,3,0.000464481485085482,0,0.0961974645993772,0.000464481485085482,3.65896211556058,0.1,0.0425501450448579,9784.04356899891,True,sel_scale;r_53;r_59,73,utr-enhancers
784,1,3,0.00049840069442451,0,0.0355272158520093,0.00049840069442451,0.0386423673765803,19.6584704613061,0,11085.3497636819,True,sel_e,74,utr-enhancers
960,1,3,0.000524665110148381,0,0.0884449624327825,0.000524665110148381,0.0385719752702582,154.603427593914,0.0345764240471278,10628.3080951035,True,r_59,75,utr-enhancers
999,1,3,0.000490031691242533,0,0.0991339522668903,0.000490031691242533,0.00877791183616614,2.15121916419912,0.0418180046543325,10125.4519210216,True,r_59,76,utr-enhancers
827,1,3,0.000510251883416018,0,0.0979604154667367,0.000510251883416018,0.0339885832349747,105.661761487883,0.0801740791445991,10718.3214657651,True,r_59,77,utr-enhancers
347,1,3,0.000489601745999105,0,0.0906071743999555,0.000489601745999105,5.42400034503229,0.1,0.0289214755093378,10760.6781467402,True,sel_scale;r_59,78,utr-enhancers
858,1,3,0.000506974306032035,0,0.0869676691071545,0.000506974306032035,6.39793855143933,0.1,0.0372217710809492,10446.4694821588,True,sel_scale;r_59,79,utr-enhancers
761,1,3,0.000512776728650855,0,0.111687561131713,0.000512776728650855,2.44908391607121,0.1,0.0494341078038318,10487.9825119636,True,sel_scale;r_59,80,utr-enhancers
891,1,3,0.000513381205206249,0,0.107925753927096,0.000513381205206249,0.110772089161525,6.95603945606109,0.0380157107597758,11070.7506431054,True,r_54;r_59,81,utr-enhancers
291,1,3,0.000503530786994442,0,0.0835106271293872,0.000503530786994442,7.445131835023,0.1,0.0481150583418498,10365.5269423896,True,sel_scale;r_59,82,utr-enhancers
903,1,3,0.000483216190804656,0,0.0948482097345078,0.000483216190804656,5.15531018793281,0.1,0.0490400904286345,10249.8478354034,True,sel_scale;r_59,83,utr-enhancers
891,1,3,0.000502864705749761,0,0.101266757553998,0.000502864705749761,0.001,0.1,0.0269573785401674,10384.521481967,True,sel_shape;sel_scale;r_59,84,utr-enhancers
824,1,3,0.000508583775161961,0,0.0530573200070035,0.000508583775161961,0.00783966195620115,1101.72064109441,0,10692.7182712331,True,sel_e,85,utr-enhancers
742,1,3,0.000505763916401624,0,0.0611496893372855,0.000505763916401624,6.66451147162383,0.1,0.0420215150299798,10634.326310765,True,sel_scale;r_59,86,utr-enhancers
585,1,3,0.000502942855358445,0,0.0936807790971923,0.000502942855358445,3.0170829671181,0.1,0.0520343787081956,10419.1610015351,True,sel_scale;r_59,87,utr-enhancers
800,1,3,0.000498542932294068,0,0.0770130790878362,0.000498542932294068,7.78170895644553,0.1,0.0583798227318485,10910.2879506428,True,sel_scale;r_59,88,utr-enhancers
661,1,3,0.00055962578348548,0,0.117588519717063,0.00055962578348548,2.76085304338265,0.1,0.0432744182571819,11016.4938577732,True,sel_scale;r_59,89,utr-enhancers
549,1,3,0.000504528499466318,0,0.11892042563365,0.000504528499466318,0.0541820740076508,89.4456918995787,0.066501121439942,10922.6403586696,True,r_51,90,utr-enhancers
816,1,3,0.000513791074350385,0,0.0951961011407683,0.000513791074350385,0.0430349512014697,38.0947000751757,0.0660470409948933,10401.6083745615,True,r_59,91,utr-enhancers
954,1,3,0.00050372088070335,0,0.0934526379325556,0.00050372088070335,2.36473149233852,0.1,0.0428235026418868,10225.0880106306,True,sel_scale;r_59,92,utr-enhancers
45,1,3,0.000461780157128761,0,0.00911232733168146,0.000461780157128761,4.17620593065464,0.1,0,10600.2131715248,True,sel_scale;sel_e,93,utr-enhancers
462,1,3,0.000523925222663513,0,0.112400792257429,0.000523925222663513,8.15261855078377,0.1,0.0694604393317015,10552.4386729883,True,sel_scale;r_59,94,utr-enhancers
