1505881362.4909742	0.0
1441633.0632069998	0.016
760211.5327890001	0.032
632090.8470829999	0.048
533943.803833	0.065
461388.57279100013	0.081
393042.4401170001	0.097
353921.19265100005	0.113
303361.570798	0.129
270301.359517	0.145
248509.27202799998	0.161
225572.98245899993	0.177
206557.297577	0.194
196533.13247100005	0.21
181728.455563	0.226
174546.79274099998	0.242
166212.15554999997	0.258
158858.92528299996	0.274
152714.312002	0.29
146737.833944	0.306
143324.53221899996	0.323
138934.98241099998	0.339
136891.87642699998	0.355
133646.202162	0.371
130952.713138	0.387
128401.884366	0.403
125948.33148999997	0.419
127045.97868400002	0.435
126168.03184400001	0.452
132559.460722	0.468
125142.18363	0.484
94537.78948	0.5
