bs_rep	neu_sfs	neu_call	sel_sfs	sel_call
45	823,334,222,209,169,145,110,102,107,89,86,64,62,80,73,47,50,51,55,41,28,35,47,24,43,41,48,29,25,35,34,35,25,33,13,29,26,34,34,25,20,44,23,22,32,35,13,39,17,32,30,34,40,28,42,19,25,48,32,55,53	1859405	197,78,43,19,17,8,15,10,10,7,9,13,20,12,3,5,2,3,6,2,5,6,2,6,5,8,4,0,0,4,4,7,1,1,0,10,2,1,1,0,2,0,3,0,0,1,2,2,0,3,2,3,0,4,12,12,4,2,4,2,3	802469
46	827,336,242,195,140,154,131,88,100,82,68,40,80,85,58,49,55,65,74,36,30,33,49,35,42,45,33,31,23,28,40,26,18,25,24,21,29,28,36,33,31,35,21,31,20,29,11,32,25,37,35,43,37,32,41,39,20,75,45,60,67	1894320	201,60,42,31,23,15,11,9,9,10,12,16,7,9,9,12,6,5,5,11,8,4,1,2,0,7,3,0,0,2,6,8,3,3,3,11,3,2,2,0,3,3,6,2,2,0,1,0,0,0,1,3,0,7,7,5,3,3,6,7,2	817797
47	834,365,236,162,160,131,120,90,103,90,81,55,83,87,67,45,48,45,56,39,47,48,55,37,33,60,40,21,36,32,46,25,19,34,31,29,30,27,34,27,33,37,22,20,25,31,13,33,31,29,25,27,28,31,38,33,26,48,41,60,53	1854389	226,62,47,28,17,14,8,16,15,10,9,8,13,9,8,10,1,6,5,3,2,3,1,3,4,13,2,0,0,3,10,7,1,3,1,7,2,0,3,0,4,4,5,1,2,1,2,1,0,1,2,2,0,2,11,18,4,0,7,6,17	812405
48	848,321,275,180,166,135,100,89,91,110,71,56,79,67,52,57,43,65,65,41,35,40,53,21,42,61,29,24,31,38,29,29,26,30,23,32,22,27,26,19,40,36,29,27,31,31,14,21,21,37,26,26,16,30,46,24,24,49,50,80,59	1894488	200,63,38,30,17,18,10,21,8,5,5,13,18,10,5,12,4,5,7,2,4,4,6,0,4,8,0,0,0,4,8,7,3,1,1,5,1,0,5,0,7,1,3,2,3,3,3,1,0,0,2,4,0,7,16,8,3,5,9,7,15	828200
49	809,373,251,188,143,134,131,95,83,91,77,51,85,73,72,53,61,73,48,40,32,32,34,34,36,56,34,22,31,32,41,25,20,28,22,16,25,22,29,26,27,48,13,27,26,28,29,19,25,32,34,39,29,33,40,32,25,57,62,67,41	1900999	198,63,45,19,16,12,12,18,8,13,13,13,14,12,8,5,4,4,6,5,6,0,1,6,0,10,3,0,0,4,16,10,5,1,4,9,5,4,2,0,3,1,3,1,0,3,2,0,0,2,1,3,0,8,11,9,2,1,8,8,5	827333
50	814,305,263,189,145,123,125,101,102,85,80,57,79,64,73,58,51,38,44,35,44,43,45,25,36,38,36,27,33,42,33,27,16,30,19,27,31,31,28,16,26,33,20,24,39,32,27,41,17,45,35,35,27,29,44,27,27,65,44,50,50	1830278	214,67,47,26,21,14,17,17,11,7,10,9,14,9,4,14,1,5,2,8,3,5,1,5,1,9,2,0,0,4,8,9,1,2,2,9,4,1,2,0,2,4,3,0,2,0,2,4,0,3,3,2,0,8,11,4,2,0,8,6,12	814594
51	815,338,224,190,138,116,122,95,108,80,80,56,83,73,62,47,29,52,62,31,38,39,52,26,38,44,29,17,33,27,34,28,22,28,18,18,26,24,30,25,32,54,20,27,29,24,9,31,26,36,26,40,20,25,40,16,22,41,44,58,51	1845616	218,68,41,29,11,15,15,13,12,10,4,10,10,10,4,6,2,5,2,8,4,3,1,4,2,6,2,0,0,1,6,11,3,1,1,6,1,1,3,0,0,2,2,0,0,2,3,0,0,0,2,4,0,10,8,8,4,0,5,7,9	798229
52	800,318,248,178,150,149,112,113,100,102,73,56,70,76,69,58,35,48,48,42,36,37,40,33,31,47,38,28,31,23,45,31,16,30,24,31,27,24,32,24,24,47,17,20,23,28,14,19,13,30,24,37,34,22,37,34,25,58,49,73,49	1824370	196,68,54,22,11,15,21,11,12,12,6,17,24,7,3,7,2,3,3,2,8,2,0,4,3,6,3,0,0,5,8,8,2,3,3,7,7,2,0,0,4,0,3,1,0,1,3,1,0,2,4,2,0,15,9,4,3,1,9,4,11	807271
53	793,324,295,210,140,128,111,97,92,80,86,59,79,78,63,52,44,57,55,39,40,37,39,31,34,48,34,13,27,48,34,26,20,30,24,22,26,22,24,18,18,40,20,22,36,34,16,29,36,37,37,35,34,28,48,29,23,46,46,49,51	1842470	203,75,53,26,20,14,17,24,8,9,6,12,13,7,5,14,4,5,8,8,8,3,2,5,7,10,6,0,0,1,9,11,4,2,0,4,4,1,1,0,6,4,4,0,0,1,4,2,0,0,1,4,0,10,7,3,2,1,8,6,10	818819
54	822,355,244,200,169,154,113,105,107,76,67,57,90,65,58,59,46,61,60,32,36,31,54,30,36,47,33,18,29,25,38,22,21,28,19,26,30,25,27,25,31,27,14,22,31,30,17,34,27,37,28,24,32,25,32,37,22,54,59,52,51	1890816	209,80,45,31,23,16,15,23,11,15,12,9,13,12,9,7,4,5,2,6,5,4,2,6,3,13,2,0,0,3,10,11,2,5,2,4,2,0,3,0,6,0,1,0,1,2,4,1,0,0,1,4,0,12,10,8,3,1,7,11,6	828800
55	868,340,277,202,173,125,119,95,92,90,92,59,87,69,74,45,53,54,70,36,39,29,46,24,36,59,39,30,29,33,24,26,25,32,17,31,21,25,34,36,33,58,19,27,27,26,16,33,20,39,36,27,28,28,54,29,22,47,51,62,52	1901053	208,77,48,26,16,15,25,16,12,13,5,19,8,9,11,11,4,5,0,5,7,5,2,5,4,7,4,0,0,2,6,8,5,3,1,9,3,0,4,0,4,3,2,0,0,0,3,1,0,1,5,2,0,8,9,10,2,2,3,5,8	821416
56	857,315,239,186,150,129,116,115,89,118,78,67,77,77,85,71,40,68,56,36,35,45,45,25,42,49,54,28,40,34,39,16,19,30,17,28,31,24,31,24,27,33,18,28,29,29,20,39,33,38,32,35,40,24,43,35,18,63,40,69,59	1875891	211,71,47,24,18,15,13,19,5,8,7,20,13,7,6,13,8,6,6,3,9,3,3,6,3,4,4,0,0,2,13,12,4,2,3,7,0,2,1,0,5,2,4,0,3,3,0,1,0,0,1,9,0,5,9,2,2,1,8,4,7	796053
57	830,332,265,183,143,139,95,95,116,84,78,62,89,61,78,59,45,69,53,42,29,31,50,31,41,48,28,11,37,42,46,24,27,31,27,34,27,29,28,27,19,46,15,20,24,36,14,28,19,36,29,39,24,29,43,43,24,50,48,63,47	1866161	208,77,57,30,17,15,23,20,12,10,7,17,15,8,2,10,0,3,5,5,5,7,4,4,4,7,4,0,0,5,11,10,2,1,1,7,1,1,0,0,5,1,5,2,1,2,4,1,0,3,2,2,0,5,10,5,1,1,11,8,14	824999
58	838,341,237,179,162,141,129,108,84,95,90,66,84,83,82,53,53,49,61,30,26,35,57,25,36,44,38,27,36,32,38,32,21,31,19,16,17,29,33,22,22,36,13,21,34,26,17,30,25,38,34,41,28,22,46,31,33,51,44,45,60	1868927	216,76,40,35,22,16,14,19,8,10,8,9,6,9,3,9,3,4,9,2,10,4,3,4,3,8,2,0,0,5,8,7,3,2,5,4,2,0,1,0,2,3,8,1,0,1,4,0,0,0,0,4,0,6,4,0,1,0,5,7,12	828258
59	890,336,237,191,159,138,130,101,108,91,57,52,61,72,59,49,58,60,50,31,36,34,54,18,47,55,37,17,30,26,37,23,28,28,18,19,23,28,32,23,29,44,19,26,17,36,17,29,21,33,22,38,25,30,36,31,22,54,28,41,58	1854962	206,77,41,27,18,23,12,15,9,11,8,15,11,7,4,16,3,5,5,2,5,2,3,4,5,12,4,0,0,2,3,12,1,0,2,5,3,1,3,0,2,2,4,0,1,1,2,1,0,1,1,4,0,9,9,5,2,2,6,8,9	829314
60	835,306,270,217,162,146,132,105,102,81,68,73,67,82,69,61,52,61,50,41,37,32,45,30,31,36,33,21,42,25,33,30,22,36,23,28,24,35,32,19,36,48,27,29,40,35,22,29,22,30,34,46,28,29,36,23,28,53,38,58,54	1858473	235,67,32,26,17,11,14,19,6,12,6,12,15,5,5,6,1,3,12,4,5,2,2,4,6,5,7,0,0,7,10,11,3,3,1,11,0,2,4,0,4,0,9,0,2,0,2,1,0,2,1,1,0,6,14,9,3,1,4,4,5	826295
61	899,322,253,189,138,142,100,106,94,66,78,45,61,75,80,42,56,66,57,34,39,32,40,27,27,52,32,20,41,32,34,28,18,26,21,24,31,22,38,26,22,41,17,26,23,23,22,35,27,34,27,36,38,25,40,19,24,55,45,42,58	1874626	212,63,60,31,24,13,16,23,11,11,10,9,15,8,5,5,5,4,7,7,8,3,1,2,5,7,3,0,0,1,5,10,5,2,1,9,1,1,0,0,1,1,1,1,1,1,2,1,0,3,1,2,0,9,10,5,2,1,5,8,6	803007
62	840,410,267,205,143,162,109,93,117,85,77,64,80,82,75,60,49,57,50,36,40,43,57,29,34,42,38,21,34,35,36,24,22,31,18,30,19,28,42,21,19,32,13,32,33,34,10,27,27,27,34,33,30,24,37,28,25,58,55,53,51	1893040	190,61,45,24,22,15,14,21,12,7,3,10,15,8,2,6,5,5,8,1,7,0,4,3,5,10,2,0,0,4,5,10,1,2,4,6,3,1,4,0,3,2,6,0,2,0,2,1,0,0,4,5,0,3,6,8,3,2,5,6,13	804950
63	808,334,250,209,165,155,115,89,85,87,63,63,98,71,70,45,49,56,59,33,33,37,43,19,42,52,36,19,32,28,41,23,27,38,21,22,22,29,29,27,31,31,15,18,36,35,13,28,38,45,24,40,33,35,28,28,16,52,40,70,46	1851676	203,71,39,21,20,14,15,15,9,7,9,12,19,3,11,10,6,1,14,4,7,4,6,3,4,10,4,0,0,2,8,8,6,2,1,3,4,0,2,0,4,1,2,0,2,1,1,0,0,1,2,3,0,3,8,8,5,3,7,2,13	808629
64	876,331,268,193,158,135,130,115,85,88,87,60,88,73,84,67,49,53,52,44,32,40,52,21,45,49,36,20,38,30,29,39,16,34,23,32,30,19,37,22,34,43,20,31,35,25,17,28,22,33,21,34,29,28,32,27,18,53,42,68,56	1863146	218,66,51,31,14,13,16,15,10,7,4,12,17,10,6,5,6,4,3,6,10,4,5,5,3,8,6,0,0,4,6,9,2,3,0,7,4,1,3,0,1,0,1,1,1,1,1,3,0,1,5,5,0,5,10,9,3,3,9,11,15	812423
65	848,318,260,197,138,152,118,113,113,86,84,70,87,77,79,52,46,63,61,42,44,38,40,35,42,42,35,19,39,40,44,25,28,33,20,24,22,31,33,32,31,38,12,25,23,33,15,32,24,40,20,31,29,30,37,29,23,59,51,52,45	1824116	216,60,47,24,19,10,17,20,10,10,8,7,11,7,10,6,4,2,7,1,4,7,0,2,7,8,1,0,0,4,8,11,2,4,0,5,0,0,1,0,3,2,6,2,0,1,2,2,0,0,2,2,0,4,11,7,3,2,4,8,6	809957
66	892,380,247,173,155,134,105,121,116,96,90,59,73,77,75,62,50,58,60,28,27,32,49,30,35,40,28,17,40,35,33,27,14,29,31,27,31,24,26,26,20,42,20,22,33,30,17,31,25,44,51,40,29,20,38,44,29,60,45,55,53	1934204	233,77,38,35,20,21,19,11,11,11,8,20,14,10,4,8,5,6,6,4,5,6,3,6,3,10,1,0,0,5,5,12,3,2,4,5,1,3,2,0,3,3,2,2,0,0,2,2,0,0,4,2,0,9,10,10,2,3,4,14,3	855453
67	827,336,269,186,155,140,123,91,108,95,71,54,76,53,46,43,43,54,48,45,33,38,49,28,40,51,35,18,34,31,36,23,24,28,29,27,28,20,24,14,26,44,21,23,33,22,19,34,23,32,34,42,38,33,42,30,23,58,54,52,52	1887942	204,73,48,28,21,14,20,18,9,3,14,17,17,5,9,9,3,4,4,4,5,10,4,4,4,8,2,0,0,4,7,8,2,0,2,9,1,0,1,0,4,2,3,2,2,0,2,1,0,0,2,5,0,7,12,9,5,1,7,7,10	824221
68	852,338,267,193,164,136,143,87,101,92,80,70,73,83,72,53,37,46,51,37,39,43,37,32,47,63,35,23,34,32,25,30,21,21,19,25,30,17,28,18,25,37,14,28,29,29,18,25,34,27,33,32,27,24,34,26,21,71,42,60,65	1830191	225,69,34,25,17,19,6,15,13,4,6,11,8,9,3,7,5,5,5,4,1,4,5,6,3,8,6,0,0,6,6,8,4,1,3,5,1,0,0,0,1,2,4,1,2,3,3,0,0,3,1,4,0,4,6,7,8,1,5,5,6	805951
69	852,376,237,192,163,126,118,119,103,83,85,83,87,99,71,48,65,71,52,34,40,47,57,34,44,44,38,23,41,38,39,25,27,26,24,20,31,23,29,28,27,59,18,30,31,29,14,30,22,44,39,33,33,25,50,29,24,59,44,72,64	1904515	205,64,54,25,23,17,14,12,6,14,11,16,9,8,7,7,2,4,7,3,8,12,2,5,3,4,0,0,0,4,13,8,3,2,3,3,1,1,3,0,4,2,1,0,2,0,3,1,0,0,3,5,0,5,9,7,3,2,4,3,11	827237
70	786,352,240,191,149,131,120,73,115,91,72,52,76,71,64,52,48,49,48,31,45,45,54,29,48,45,32,32,32,46,45,26,28,29,14,25,26,29,31,25,23,33,15,22,23,37,16,29,20,40,35,36,21,26,49,29,18,57,31,53,53	1880069	235,47,43,33,21,24,17,24,11,12,9,16,20,10,7,11,0,8,7,2,5,10,7,4,2,13,1,0,0,4,6,9,2,1,3,10,5,3,2,0,2,3,6,2,2,0,3,0,0,0,4,1,0,6,10,9,0,1,7,4,8	840157
71	783,376,255,186,163,145,117,92,109,79,84,51,72,69,55,54,45,59,46,35,45,45,47,38,35,47,32,28,25,32,30,21,17,31,30,20,27,26,27,30,21,56,18,14,33,32,22,32,20,31,25,43,31,23,41,35,36,67,33,63,52	1862622	211,79,50,13,21,11,11,21,6,4,9,11,11,7,5,9,4,5,7,3,12,4,4,1,6,9,1,0,0,1,13,12,0,3,4,5,4,1,1,0,3,3,6,1,4,1,3,0,0,1,7,2,0,4,5,8,3,0,13,6,11	809294
72	825,302,266,173,162,141,135,83,87,90,87,62,85,74,66,62,43,59,58,37,28,39,56,25,43,53,33,19,46,35,45,18,32,26,23,16,18,30,29,19,24,30,22,22,34,32,23,31,25,41,47,44,32,21,34,22,38,61,51,57,45	1859458	223,64,50,26,24,18,16,15,8,6,9,16,13,10,4,12,3,2,7,3,8,4,3,5,0,8,2,0,0,5,5,12,1,3,2,9,2,2,1,0,4,5,5,0,0,3,2,1,0,2,1,0,0,9,6,10,2,2,7,6,12	846362
73	848,325,263,177,155,137,146,94,92,103,82,49,90,75,63,50,42,64,62,31,33,32,51,36,37,45,33,12,41,32,38,33,14,29,9,24,25,30,28,21,22,36,17,23,27,27,23,25,22,24,30,47,34,26,40,37,23,52,59,57,48	1861512	215,67,42,14,26,13,13,16,14,9,11,9,10,8,3,11,4,5,6,2,6,4,1,5,5,8,2,0,0,8,6,14,5,2,1,5,2,0,4,0,0,3,0,3,0,1,2,1,0,1,2,3,0,0,5,3,3,1,4,10,13	823868
74	876,332,250,193,150,148,127,107,119,93,82,64,93,74,63,59,53,66,47,41,43,38,53,23,34,43,39,27,39,24,33,26,19,22,27,23,34,21,32,30,25,35,24,27,26,28,21,29,28,46,26,34,28,29,50,27,32,47,27,66,50	1895014	240,86,57,35,19,15,15,20,10,8,9,8,7,7,7,10,7,5,6,3,4,9,4,2,4,11,5,0,0,3,6,11,1,4,3,6,0,0,0,0,3,1,3,5,1,1,3,0,0,0,3,1,0,5,9,4,1,3,8,9,8	827742
75	851,353,247,206,147,157,122,103,102,82,66,55,72,75,73,70,54,53,46,50,39,25,52,28,35,49,29,26,30,37,42,23,26,34,17,33,28,35,35,21,31,35,22,22,37,34,19,31,30,38,40,46,40,24,37,40,25,71,49,53,53	1923875	214,70,41,28,17,11,8,27,10,4,7,12,11,7,6,8,5,5,7,2,5,2,3,3,7,12,1,0,0,2,2,10,3,2,0,11,4,0,2,0,2,1,6,0,0,0,3,2,0,0,0,6,0,3,9,12,7,2,7,12,6	811109
76	832,301,235,175,162,136,103,100,109,76,64,56,77,72,54,50,42,70,27,30,32,46,42,28,41,46,45,32,25,33,31,25,14,26,22,24,24,23,29,23,17,34,23,21,27,27,18,35,20,36,24,33,24,29,43,32,24,56,37,54,52	1822589	173,74,61,27,16,24,5,15,15,7,5,16,21,9,6,12,2,5,5,5,3,3,3,3,1,8,4,0,0,1,6,10,3,2,2,10,3,2,2,0,1,3,3,2,0,1,5,1,0,0,0,4,0,6,11,3,3,3,6,11,11	798073
77	873,320,307,200,154,163,119,104,99,86,83,60,86,74,76,60,46,88,37,35,45,37,55,34,46,45,40,23,30,36,37,28,20,33,27,26,23,24,38,17,30,35,17,35,26,29,20,41,29,45,29,46,24,17,49,29,30,74,51,73,60	1914693	244,64,46,27,24,20,11,21,18,7,5,13,8,13,9,12,5,6,7,4,7,5,2,2,8,7,1,0,0,4,3,10,3,0,3,2,1,0,1,0,3,2,4,0,1,2,2,0,0,0,1,3,0,2,7,3,2,3,9,12,5	836920
78	842,344,255,177,141,142,139,121,88,98,89,58,95,74,81,61,55,80,50,28,44,38,39,33,43,33,34,20,25,35,35,22,17,33,14,30,27,28,32,30,34,36,11,29,30,24,27,36,22,49,26,38,23,35,35,36,17,69,49,57,46	1868706	192,88,41,18,17,23,21,7,11,16,9,16,12,6,3,13,5,8,7,5,6,5,1,3,5,7,6,0,0,5,10,12,2,3,3,2,2,1,1,0,5,2,5,0,0,2,5,2,0,0,3,1,0,5,11,13,3,1,13,8,9	831049
79	844,330,251,189,149,143,136,111,106,76,73,70,69,73,60,63,39,42,56,43,28,32,41,37,49,42,46,15,29,32,36,32,23,29,34,22,31,21,27,29,26,30,20,27,31,26,13,38,19,33,34,43,34,20,44,37,29,48,53,59,59	1856381	212,71,43,25,22,13,19,10,14,11,13,13,10,2,5,10,4,3,7,4,4,5,0,5,2,7,3,0,0,3,1,15,2,1,4,5,1,1,2,0,1,4,3,1,1,3,2,0,0,2,1,0,0,6,9,7,2,2,6,7,5	814626
80	810,356,265,194,154,145,122,84,108,112,74,49,87,83,64,55,53,52,56,38,44,41,50,23,30,50,49,22,42,42,21,32,28,29,28,20,27,28,50,26,29,43,17,30,43,30,21,36,30,29,47,40,35,22,48,34,26,56,50,58,52	1901244	195,72,56,23,18,17,16,14,8,10,10,11,11,5,4,7,1,10,4,8,6,6,5,6,4,12,2,0,0,1,9,6,3,1,2,4,1,1,3,0,2,2,4,1,1,2,0,0,0,2,0,1,0,8,9,0,1,0,8,13,5	815277
81	883,337,258,207,159,144,140,112,112,92,75,48,87,71,76,48,46,68,54,41,37,45,43,38,41,50,48,22,33,29,48,22,22,40,17,34,13,32,35,26,31,48,20,16,33,27,13,36,17,43,30,28,26,26,34,35,27,51,49,51,62	1907210	211,60,41,29,17,19,23,12,5,11,11,12,12,10,7,10,3,4,8,2,5,6,4,3,5,5,5,0,0,6,8,13,5,3,2,6,2,3,2,0,2,1,5,1,2,1,3,4,0,1,3,4,0,4,5,6,3,6,7,5,6	826444
82	817,340,255,176,143,146,149,93,112,73,72,65,80,73,65,56,41,53,51,39,28,46,40,26,31,43,39,21,38,30,34,29,24,28,20,26,26,33,31,19,30,30,15,30,29,31,17,30,23,33,45,38,24,29,44,28,16,48,40,53,58	1839362	205,78,52,28,22,15,15,10,9,7,12,12,16,9,3,10,1,5,6,6,6,3,4,6,3,12,2,0,0,5,10,13,3,3,4,6,2,1,2,0,3,2,4,2,1,1,2,0,0,1,1,5,0,6,7,3,3,4,7,16,7	832991
83	826,336,255,182,126,159,103,98,104,83,72,61,70,77,75,48,60,56,53,38,39,44,39,27,44,54,45,22,36,29,32,21,23,27,23,23,15,26,28,20,29,33,8,18,32,32,23,36,22,39,29,43,39,27,32,31,19,60,35,66,38	1866681	207,58,52,31,14,18,13,16,13,9,9,20,17,7,13,9,3,3,3,3,5,3,2,4,5,11,0,0,0,6,9,10,4,4,1,3,4,2,1,0,4,3,2,1,1,1,5,1,0,0,1,4,0,4,9,4,1,0,4,3,11	826392
84	897,353,258,216,172,139,124,104,100,90,86,52,89,71,75,50,58,58,41,41,36,47,56,28,42,39,44,28,35,35,37,34,21,30,26,26,33,30,36,29,26,49,24,28,35,28,19,38,28,28,40,41,32,46,44,29,24,58,61,67,47	1884217	194,75,47,40,19,20,10,15,11,11,9,10,9,5,9,14,4,5,10,2,5,5,3,3,5,13,0,0,0,2,10,15,3,5,0,4,5,0,3,0,4,4,5,0,2,1,6,1,0,3,3,3,0,9,7,5,2,2,10,7,14	818223
85	889,339,262,179,137,124,133,113,98,73,72,62,94,74,63,54,56,62,56,32,25,47,57,41,42,42,18,24,36,38,33,21,24,36,20,20,23,25,36,23,19,43,16,27,18,34,17,29,23,34,25,39,31,19,32,28,25,50,47,64,52	1807351	217,62,39,28,20,10,11,19,8,6,8,18,8,9,4,6,4,3,10,6,7,3,1,4,6,9,0,0,0,4,8,8,2,4,4,6,6,2,0,0,1,1,4,1,2,0,3,1,0,1,2,5,0,4,8,6,2,2,8,5,10	824176
86	889,351,244,185,152,128,133,80,101,78,70,62,81,89,80,70,55,72,49,48,38,38,57,28,42,48,44,30,30,44,46,34,22,30,24,24,34,30,41,18,25,57,25,23,35,28,16,35,23,35,41,36,37,26,42,45,25,59,47,61,43	1897281	214,75,36,20,18,14,15,18,8,10,9,14,14,9,4,6,2,4,7,4,4,2,1,5,2,5,4,0,0,4,8,9,2,4,4,5,3,0,3,0,0,1,5,2,1,0,3,0,0,0,2,4,0,3,10,2,2,0,9,9,12	825996
87	856,357,259,189,152,154,128,97,100,88,68,46,59,68,85,43,53,60,66,40,41,35,72,29,33,33,37,18,33,35,30,23,23,20,19,18,30,30,31,28,32,44,17,21,21,32,26,23,19,32,23,44,27,29,34,38,20,59,43,63,53	1903712	230,70,41,31,20,14,17,22,13,8,4,12,10,5,8,11,9,7,5,3,3,6,1,4,5,11,2,0,0,6,7,8,3,1,1,3,2,4,0,0,3,5,6,0,3,1,3,0,0,0,2,2,0,7,16,3,4,3,2,10,11	824581
88	842,319,249,182,144,156,108,98,114,102,81,53,86,59,65,57,54,68,45,36,37,45,38,27,25,54,41,20,29,35,31,33,21,23,26,16,25,25,31,21,37,46,10,15,30,27,12,36,24,26,33,34,22,29,42,30,27,59,53,82,67	1877592	195,68,60,35,23,20,9,12,15,9,13,10,18,7,7,12,4,7,4,3,11,8,3,1,8,9,3,0,0,3,4,7,1,2,0,7,1,0,4,0,5,4,3,2,0,0,1,2,0,0,1,2,0,3,13,3,2,3,5,10,3	817188
89	833,330,265,174,146,161,144,115,115,97,78,77,71,77,69,60,41,58,45,29,31,47,43,31,25,57,32,21,26,43,43,29,14,42,21,22,24,20,30,26,22,36,19,28,24,34,18,38,36,31,29,27,30,26,50,34,18,46,40,65,48	1893687	242,59,51,28,22,19,18,19,13,21,13,15,11,7,8,6,6,3,3,8,5,6,3,2,2,3,4,0,0,4,8,14,6,3,2,7,3,1,4,0,3,2,5,4,1,2,3,1,0,1,1,3,0,8,11,9,3,5,8,5,5	826091
90	830,334,234,189,139,147,132,96,100,76,81,66,81,85,73,60,45,58,55,36,39,42,58,34,38,51,37,26,47,40,36,32,27,30,23,26,23,24,33,27,28,39,27,21,29,33,25,30,19,33,39,25,33,32,62,28,25,54,44,68,65	1890233	202,63,46,27,19,26,14,12,14,11,8,13,13,7,5,14,6,8,3,2,3,4,0,3,6,16,2,0,0,4,8,13,6,1,1,8,1,0,3,0,3,1,1,1,3,0,3,2,0,0,4,1,0,7,14,4,3,2,3,7,7	829162
91	838,335,268,193,157,126,130,105,86,81,85,57,106,74,77,71,41,56,46,35,39,36,48,23,32,58,39,32,32,41,40,26,29,32,22,24,22,26,45,33,32,33,22,33,32,24,16,36,22,26,29,25,29,21,38,28,14,74,53,42,58	1937341	204,81,43,33,23,21,15,24,9,9,14,16,17,9,2,13,7,5,7,4,7,7,4,4,2,1,2,0,0,6,6,8,2,1,2,5,1,1,0,0,6,3,5,2,0,1,7,1,0,1,4,2,0,7,13,6,5,2,5,6,10	817473
92	826,343,258,191,151,147,128,103,95,86,72,50,88,52,58,53,60,68,55,44,41,36,57,32,38,48,28,18,31,23,45,22,22,37,18,25,30,30,32,31,25,26,15,26,41,36,22,33,27,30,32,42,31,26,34,38,22,60,43,58,56	1862782	220,66,53,25,21,16,13,20,16,10,8,8,13,9,5,12,5,6,3,2,8,3,2,3,3,7,3,0,0,4,6,11,1,2,4,5,3,2,1,0,4,3,10,2,0,0,2,0,0,1,2,6,0,6,7,11,2,2,8,4,13	818008
93	869,328,265,187,151,147,126,100,113,77,72,49,59,67,65,46,57,69,65,32,32,40,55,30,41,44,36,21,29,24,28,21,23,24,16,23,23,18,21,20,25,39,21,23,27,30,16,30,19,36,25,49,27,27,32,37,29,56,42,51,58	1839635	263,69,45,32,16,20,25,8,7,8,10,13,11,8,7,9,2,3,4,3,7,3,2,2,7,10,5,0,0,4,9,6,3,3,0,9,0,1,0,0,4,0,6,0,2,0,4,1,0,4,3,3,0,4,9,5,4,2,9,5,10	826988
94	801,330,244,197,153,158,110,85,106,87,93,67,74,64,70,65,40,51,49,36,35,44,41,25,28,49,35,34,31,31,35,22,18,32,23,27,20,28,36,35,19,36,24,30,35,33,14,38,18,22,28,42,20,21,36,35,23,67,29,54,47	1857059	195,50,43,28,17,21,23,13,8,10,7,11,10,7,10,10,7,5,7,2,6,5,0,0,5,6,5,0,0,4,5,7,3,1,2,9,3,0,0,0,0,1,2,2,0,2,2,0,0,2,1,2,0,9,9,6,5,5,5,7,7	794536
95	872,339,307,191,133,140,109,106,110,103,81,78,67,81,81,48,54,51,58,42,28,33,49,28,29,56,34,25,36,28,24,28,28,33,18,27,19,32,36,23,25,45,14,30,34,30,19,24,20,33,29,43,34,31,57,31,23,61,53,58,54	1919328	192,76,51,28,11,15,10,17,13,15,8,8,13,6,4,7,4,2,10,3,4,3,2,2,5,9,3,0,0,3,13,12,7,5,2,8,1,1,1,0,2,2,9,2,0,2,3,0,0,0,4,2,0,5,7,12,5,2,10,6,7	824989
96	867,338,223,201,158,164,138,92,97,104,60,57,91,81,70,47,46,58,56,43,40,51,51,28,44,40,36,29,34,42,35,28,26,35,17,23,24,24,34,22,23,41,16,30,33,27,21,37,34,36,41,44,29,25,49,23,22,56,44,68,46	1888261	214,76,50,30,18,14,12,7,9,2,12,16,12,14,7,7,6,7,4,3,4,7,4,4,7,7,1,0,0,2,4,12,3,2,1,7,0,0,4,0,1,2,2,0,1,1,3,0,0,0,3,5,0,6,5,7,1,2,5,2,2	818084
97	855,365,240,201,147,151,119,107,97,86,76,56,76,67,65,66,51,60,53,44,39,35,42,28,35,51,21,27,39,38,41,37,24,54,23,36,25,19,43,21,18,48,24,29,30,34,21,33,19,40,32,22,21,39,47,34,20,58,49,65,38	1875435	194,64,51,28,18,20,15,19,10,15,4,7,14,9,9,9,3,4,7,4,6,1,2,9,5,11,4,0,0,4,5,2,5,4,0,7,4,0,3,0,5,2,6,2,1,0,2,3,0,0,1,5,0,4,8,11,2,4,11,7,3	810709
98	806,338,240,196,153,149,126,97,99,80,66,50,76,87,57,41,52,63,48,48,47,41,42,33,35,39,45,22,35,42,41,28,20,44,24,26,26,19,28,22,32,30,23,17,27,34,15,34,25,31,34,33,39,22,52,36,21,54,45,70,40	1842177	209,57,38,20,21,12,17,17,10,11,8,9,7,18,3,8,5,6,5,10,5,3,4,3,8,8,1,0,0,5,9,9,4,4,3,6,1,0,1,0,1,0,2,1,1,2,6,0,0,2,1,1,0,10,4,0,1,2,6,11,10	806896
99	929,393,249,182,151,138,139,114,108,97,80,64,84,79,84,58,45,85,64,42,43,40,48,36,41,39,26,27,47,24,43,23,27,39,22,22,22,19,31,24,23,39,25,24,29,24,26,46,24,31,28,37,40,30,55,30,28,44,42,51,50	1919602	217,61,49,32,21,17,10,28,9,14,10,9,11,11,1,6,1,3,12,3,9,6,2,2,3,5,5,0,0,2,9,10,6,7,3,3,3,0,2,0,5,2,4,1,0,1,7,3,0,0,3,1,0,5,3,9,1,4,9,8,4	830183
