bs_rep	neu_sfs	neu_call	sel_sfs	sel_call
54	848,325,228,191,129,125,107,64,106,96,69,66,66,71,61,49,50,48,47,39,34,32,53,25,34,46,34,30,24,38,31,16,20,25,16,32,23,29,25,13,18,38,20,25,31,26,11,41,20,45,30,41,35,26,36,27,16,73,49,61,64	1810871	390,141,97,63,39,59,38,38,28,18,29,24,24,27,20,21,18,11,16,19,20,4,17,7,12,11,6,3,8,8,13,13,9,7,11,11,2,10,10,6,15,0,6,7,5,6,16,19,3,8,2,15,7,15,11,3,2,16,20,19,16	1227230
55	832,307,236,177,154,128,115,86,93,89,91,63,86,73,70,52,43,68,54,36,36,34,58,32,35,54,31,28,41,29,39,22,23,30,15,30,28,20,34,22,18,44,13,20,45,35,19,26,16,31,38,28,31,24,47,24,29,57,46,64,64	1796902	410,137,102,65,48,53,35,22,37,24,27,17,37,26,16,30,5,14,18,18,15,8,11,7,14,17,13,3,5,15,13,10,8,11,5,11,7,1,17,8,3,7,6,7,4,5,22,5,9,9,4,22,6,16,10,7,8,11,16,26,23	1229589
56	827,345,251,230,162,139,123,95,108,93,75,52,75,84,76,47,60,49,40,38,40,35,51,29,40,50,33,25,37,34,34,26,14,39,19,31,19,25,46,26,27,39,20,29,32,31,14,28,21,33,29,30,24,23,47,29,25,55,35,57,56	1863239	454,151,97,65,55,61,45,40,31,24,19,16,32,19,16,29,13,12,19,18,18,11,13,7,7,17,12,5,10,12,7,17,14,12,1,10,4,9,11,7,8,2,7,10,7,3,9,8,4,7,2,7,4,19,16,12,5,18,19,14,22	1245376
57	807,351,222,202,134,141,112,110,94,65,68,51,72,83,83,43,40,69,47,34,31,33,58,26,34,45,28,18,38,29,32,33,23,30,31,24,28,26,31,24,19,39,20,19,31,31,13,33,22,39,29,30,24,24,33,35,26,70,42,37,66	1797611	414,157,101,73,32,51,39,32,32,14,24,15,28,27,25,16,14,11,21,23,19,6,21,9,6,15,5,4,11,9,12,15,10,17,11,12,4,2,12,8,7,3,5,3,2,6,15,10,2,10,4,14,4,20,12,13,8,17,15,9,26	1225369
58	840,327,222,197,157,165,141,93,111,87,93,65,76,66,67,46,50,64,59,39,47,48,39,27,32,56,34,27,26,40,38,25,27,37,21,18,21,21,36,19,37,44,25,20,37,26,19,32,26,30,35,42,38,26,47,40,29,67,29,69,61	1872054	416,126,93,56,54,51,39,41,29,23,31,15,32,18,16,22,9,15,23,20,13,15,7,7,13,20,7,6,5,9,19,19,16,14,6,18,8,7,11,4,9,5,12,4,3,7,11,14,5,5,1,19,6,18,8,5,5,23,15,19,12	1263705
59	824,345,237,210,160,156,109,110,93,95,64,54,87,84,80,52,56,66,64,33,40,47,48,34,48,44,35,29,36,40,31,25,23,27,29,18,29,21,33,21,26,44,15,27,26,34,24,32,32,34,33,29,35,33,49,15,29,76,45,47,62	1876169	456,156,99,71,58,43,41,26,25,16,15,17,28,32,15,22,12,20,33,15,17,14,15,9,14,14,8,3,5,19,24,19,11,14,6,10,12,5,11,2,6,2,8,4,1,5,15,16,8,9,1,11,2,13,11,6,7,16,12,14,11	1253324
60	817,331,237,192,145,133,124,105,85,90,91,66,77,66,51,54,60,61,52,39,34,35,63,26,37,36,42,29,25,26,35,22,20,36,24,25,21,17,27,24,24,49,20,25,28,32,21,34,22,40,38,33,29,17,47,33,20,56,42,41,56	1818888	398,152,87,87,49,60,39,34,30,19,24,17,25,23,19,21,11,19,16,15,10,11,22,10,12,20,9,4,5,17,20,16,14,12,9,5,3,7,11,8,3,4,7,2,3,6,16,12,5,9,2,15,1,11,20,9,6,16,17,27,21	1210803
61	870,331,260,190,138,121,132,95,93,71,70,65,83,93,65,58,42,59,49,44,45,55,36,29,45,41,25,22,31,29,38,28,15,38,26,27,29,29,26,13,28,29,23,26,32,29,27,24,30,31,31,37,36,26,44,20,21,63,53,69,63	1853340	431,133,85,71,52,56,35,37,23,30,21,15,30,22,24,28,9,15,23,20,17,10,13,6,10,20,5,5,8,13,7,14,13,11,10,16,0,9,8,3,4,2,7,6,2,5,16,7,8,7,3,12,7,9,11,10,10,23,25,26,14	1242358
62	857,315,253,187,145,138,119,82,93,92,71,52,66,73,63,58,55,47,53,32,34,31,55,24,44,44,31,26,29,35,31,33,20,41,17,21,30,31,45,17,24,40,15,24,25,27,14,33,24,33,25,37,19,21,30,33,29,51,52,64,51	1865803	427,126,106,51,39,62,33,36,23,18,16,27,31,33,18,24,17,15,27,17,19,11,16,6,11,8,7,7,10,14,13,12,15,7,6,19,6,6,16,7,13,4,6,2,6,4,16,9,4,4,6,12,2,16,13,9,7,18,20,15,17	1237393
63	867,349,227,202,138,127,125,104,85,89,76,53,79,74,72,65,52,59,58,35,40,39,48,28,28,42,26,24,32,29,39,37,14,26,26,26,24,21,28,26,30,38,18,28,26,27,13,33,32,34,27,44,25,25,38,35,21,69,58,56,64	1845560	403,141,100,66,32,49,51,43,23,16,17,12,31,29,15,22,15,15,20,13,11,5,21,15,11,17,7,2,5,5,15,13,4,10,3,12,6,4,9,6,9,2,6,10,6,5,17,13,3,6,3,14,7,12,10,12,8,18,13,21,16	1219970
64	800,315,251,170,146,124,98,101,109,72,77,58,83,68,65,57,55,56,51,34,37,53,43,22,30,35,32,30,30,21,30,25,18,29,24,30,28,21,32,27,28,44,21,18,24,31,17,30,28,48,28,34,24,26,32,38,19,50,26,51,58	1794573	468,139,91,86,44,54,38,33,29,10,28,17,31,17,18,18,15,13,19,18,11,14,9,3,10,16,12,4,9,16,16,15,8,9,8,19,9,7,6,8,6,6,10,3,4,6,18,9,6,8,6,8,9,19,10,10,6,14,15,15,21	1253821
65	876,341,261,197,149,147,116,96,99,91,83,62,67,75,72,49,63,57,42,39,39,35,52,33,34,62,28,31,26,36,34,37,24,33,15,18,29,29,33,23,27,33,14,20,26,30,20,42,23,28,35,39,24,30,35,24,24,57,47,50,70	1857954	402,135,89,71,39,60,36,42,25,29,15,21,26,27,19,26,13,17,22,19,16,8,11,9,7,21,7,2,4,11,14,21,9,5,5,9,5,6,8,11,8,5,7,2,8,8,6,12,7,15,3,10,8,22,11,7,10,13,15,10,15	1217739
66	863,328,246,218,149,143,143,94,100,100,69,54,66,66,59,48,42,55,62,43,43,34,55,24,35,47,24,27,40,29,27,30,23,29,19,22,21,32,33,19,32,50,16,16,27,34,18,36,31,35,28,40,35,36,40,26,21,59,32,61,60	1874255	401,158,105,67,48,51,46,32,28,23,25,24,37,24,17,25,17,13,19,20,10,6,12,11,11,14,16,7,7,4,17,9,11,7,10,8,4,9,8,4,12,8,8,1,7,5,11,9,8,12,5,11,5,15,10,8,4,19,7,12,14	1231465
67	849,320,242,171,168,136,102,107,106,101,79,66,74,70,66,55,51,71,55,31,33,43,49,31,34,50,35,30,38,25,33,39,18,41,20,28,21,28,27,23,34,36,16,28,20,30,12,33,24,46,39,34,27,32,45,36,22,44,42,45,55	1847648	445,125,105,66,50,59,33,41,31,30,22,15,26,21,19,28,12,16,16,12,18,9,11,8,9,19,12,4,7,12,17,14,10,11,5,17,10,2,9,7,9,4,8,8,4,4,16,8,7,6,5,14,5,19,10,8,6,10,19,14,23	1245175
68	849,359,228,212,168,142,109,108,105,77,83,53,70,87,67,58,44,59,65,35,38,33,48,27,38,54,37,26,35,35,44,30,25,33,20,31,28,23,35,15,16,38,17,23,32,23,22,36,30,42,33,37,23,23,45,25,25,51,41,46,54	1862708	401,153,94,76,35,44,43,34,19,25,20,16,28,23,17,19,16,15,23,17,13,6,21,9,10,12,12,4,5,10,15,19,14,7,4,18,5,11,6,3,11,3,9,6,5,5,11,14,3,13,2,11,10,15,11,7,13,7,12,14,13	1218483
69	817,347,233,226,160,126,119,95,101,93,78,53,84,75,61,54,43,53,52,28,35,42,38,27,30,49,34,34,32,42,44,28,19,27,23,22,27,26,34,16,25,64,31,26,29,37,19,36,21,40,32,34,21,24,34,28,26,55,40,64,49	1882249	413,150,96,59,62,54,42,31,24,14,31,20,31,31,16,16,20,9,22,14,18,13,13,5,11,16,10,8,7,4,20,20,12,12,6,19,8,4,12,6,14,5,8,4,4,8,7,11,5,9,1,8,4,10,8,10,4,14,17,23,13	1231220
70	786,323,224,183,144,146,115,104,97,94,71,45,80,72,58,66,50,61,44,34,41,38,44,32,37,30,33,24,37,30,36,25,17,31,22,31,29,22,26,14,30,48,33,26,25,27,17,25,32,39,25,27,21,35,30,27,25,54,44,59,49	1799663	394,147,87,67,44,55,34,27,27,20,19,18,31,27,17,24,18,11,22,19,27,7,16,5,8,12,8,1,8,8,10,13,15,13,15,10,4,5,7,6,14,5,11,4,6,7,7,9,4,8,4,12,4,18,10,8,11,17,18,17,17	1171732
71	848,308,223,199,148,127,126,93,99,89,70,60,72,66,65,42,53,65,51,32,46,36,60,37,29,66,23,18,29,30,39,26,19,30,28,32,19,20,37,26,22,35,29,31,31,29,15,29,18,34,25,23,39,28,48,31,22,55,42,55,48	1840926	400,148,92,73,48,43,48,28,37,22,18,16,27,30,22,18,11,13,16,11,16,16,18,7,11,18,12,3,7,9,13,18,9,8,6,13,2,8,10,8,9,6,10,5,2,9,12,12,3,6,2,11,10,14,16,15,14,12,24,24,11	1221412
72	853,344,241,188,143,145,121,97,94,84,77,61,69,73,65,54,52,48,32,37,40,34,45,22,22,54,34,23,34,37,31,28,21,32,20,19,24,32,29,18,21,44,16,22,21,18,18,28,21,29,32,41,33,19,25,27,23,52,44,52,53	1825686	418,146,85,65,41,55,37,33,22,21,26,17,30,27,9,22,17,9,17,15,10,12,8,6,12,10,16,6,6,15,15,18,10,7,7,10,5,4,11,3,1,4,11,10,9,2,14,15,4,7,3,11,9,16,6,10,6,15,12,20,12	1201732
73	876,343,234,165,151,130,102,90,107,100,78,61,71,78,56,50,71,64,43,30,51,45,39,26,36,57,40,33,27,29,34,33,27,30,16,31,32,26,26,13,42,56,23,25,27,25,15,37,30,36,21,34,26,22,35,34,19,47,46,68,42	1871478	437,145,102,62,43,52,31,41,26,17,20,18,25,23,17,28,9,12,22,17,12,12,12,8,14,19,10,9,2,10,21,15,10,7,2,10,11,9,8,4,11,8,11,1,3,6,14,9,5,4,3,11,9,11,5,7,7,14,10,17,13	1229419
74	860,347,239,192,156,137,116,103,100,77,71,55,73,86,59,42,51,58,40,30,33,36,52,32,32,48,31,30,25,22,29,19,26,36,17,17,20,32,32,24,20,35,22,18,43,34,13,28,21,36,36,36,35,23,35,25,18,64,39,51,57	1869088	420,174,96,80,49,46,35,30,22,12,20,12,27,22,19,21,10,7,24,19,10,16,13,7,10,9,6,3,9,18,17,10,11,4,3,8,5,8,10,5,3,4,12,6,6,7,11,11,3,12,4,15,9,20,10,9,8,14,15,8,18	1226495
75	806,352,235,189,130,127,122,97,88,85,71,61,87,71,71,46,45,71,54,24,35,40,50,23,36,46,33,24,23,33,29,26,13,21,26,24,30,30,32,22,39,43,19,25,24,34,19,32,29,38,38,43,24,20,31,28,26,50,51,61,53	1842430	425,157,96,76,46,48,42,32,30,24,22,14,28,29,26,27,14,8,17,18,16,13,11,6,8,16,9,3,2,11,16,17,13,12,8,10,4,9,7,5,14,5,17,4,3,8,14,11,7,3,6,13,5,21,10,8,5,17,15,15,17	1246636
76	894,327,281,186,126,113,105,82,89,90,62,49,88,89,68,45,41,65,50,37,49,42,46,29,45,41,28,30,39,34,41,33,21,32,15,22,18,20,33,27,35,41,27,33,35,28,11,29,19,32,32,27,28,21,31,25,24,50,49,62,70	1883538	430,146,111,71,46,54,48,28,29,17,22,17,34,22,6,20,7,15,10,15,16,8,7,16,17,13,7,4,7,15,11,16,15,7,3,13,5,4,11,9,8,3,10,7,7,9,14,10,6,7,3,14,2,15,9,11,4,14,17,19,15	1234012
77	828,346,243,203,134,142,122,83,91,90,69,80,70,69,72,60,43,65,48,36,39,28,38,25,29,50,25,21,31,27,33,28,23,28,23,27,28,28,30,23,27,42,18,18,21,24,26,34,32,41,32,32,24,27,39,32,22,67,37,46,56	1851014	392,150,113,76,43,57,32,30,34,27,19,17,26,29,22,29,10,14,11,19,19,11,10,8,12,16,10,5,7,9,10,15,14,4,6,14,10,5,14,4,9,6,9,4,2,8,13,11,6,9,6,14,3,15,11,8,5,27,20,15,10	1242278
78	787,307,206,187,143,117,93,80,75,79,74,49,73,62,68,59,44,54,50,31,35,40,49,24,33,37,33,26,43,31,36,21,17,33,16,23,24,24,35,23,26,40,25,26,21,31,21,25,26,34,23,30,32,31,41,20,20,51,37,49,48	1765957	425,131,100,83,45,55,44,27,37,27,12,14,30,25,17,19,15,10,13,6,16,8,16,4,13,17,15,4,5,10,10,13,12,7,4,9,8,8,9,4,6,1,10,7,2,5,11,9,8,8,7,12,7,26,12,15,6,20,12,24,19	1224539
79	868,349,259,181,166,134,121,90,110,88,81,57,89,82,62,47,44,76,56,30,31,46,51,27,38,54,41,28,31,34,41,24,22,39,26,27,25,24,34,20,31,49,16,27,28,33,28,31,21,44,29,39,35,23,45,30,21,53,46,56,38	1865513	425,150,88,72,45,50,28,36,27,26,21,19,31,18,17,34,10,12,10,17,19,6,12,11,7,23,8,3,8,5,9,10,12,9,4,13,4,6,9,9,8,5,7,3,4,9,20,9,6,10,1,11,7,13,15,8,2,22,23,22,12	1244992
80	835,366,228,196,142,143,123,92,95,80,89,63,71,90,60,51,49,61,53,50,39,43,43,32,41,49,31,20,26,28,25,24,30,28,31,21,22,25,28,18,32,45,26,23,28,22,18,34,28,37,35,45,34,24,39,39,23,67,48,50,60	1870058	449,144,83,66,40,50,40,35,26,18,17,25,43,35,18,15,14,15,11,25,11,11,11,11,6,17,14,0,5,14,9,10,15,7,10,10,7,9,7,5,8,8,9,11,2,3,18,14,4,6,3,10,4,14,12,1,6,18,17,14,17	1207463
81	774,350,220,195,143,120,117,84,102,79,100,61,65,60,66,49,66,56,63,35,40,32,41,30,32,43,36,13,24,31,36,30,19,23,21,24,27,25,28,23,20,42,23,27,36,30,22,40,19,40,37,43,20,24,44,25,35,53,50,57,42	1819123	402,168,106,65,43,43,33,32,32,18,24,12,27,37,18,26,18,12,17,15,14,6,11,4,6,12,14,2,6,13,12,8,13,4,9,12,6,8,7,8,10,6,7,7,4,8,22,14,10,8,3,16,6,15,14,11,8,17,22,17,20	1226472
82	838,330,253,197,133,142,110,96,133,94,80,61,84,80,72,60,55,57,52,50,40,50,43,29,35,58,36,20,33,30,24,23,18,22,24,27,25,24,36,28,27,43,23,22,34,39,22,37,33,47,30,31,35,26,41,34,24,78,47,46,47	1844137	441,153,105,75,44,58,47,31,19,24,28,24,34,20,18,30,17,16,16,18,15,17,12,8,17,17,10,7,7,14,19,21,7,7,3,10,5,7,8,10,13,9,4,4,4,5,20,13,6,7,4,11,5,15,10,12,4,11,16,15,14	1281447
83	875,327,265,173,152,140,116,89,111,83,75,52,84,81,60,54,43,70,44,30,35,35,50,24,28,48,24,16,38,36,26,31,20,26,18,32,32,38,32,32,34,43,25,29,30,38,21,28,30,47,34,38,27,22,26,22,32,62,47,62,48	1811566	421,148,117,57,44,65,35,41,32,15,27,20,24,29,19,21,15,14,13,17,13,11,8,12,17,16,14,9,8,13,15,24,18,11,8,12,8,4,6,4,5,6,12,3,9,6,12,9,7,7,2,8,5,11,14,7,16,15,20,23,14	1230139
84	871,331,255,180,151,132,112,100,108,95,90,52,87,56,63,48,44,49,45,44,42,44,44,25,42,49,28,34,48,29,37,30,27,30,22,28,33,31,29,21,28,54,17,21,38,40,25,27,30,35,39,36,36,23,49,26,20,46,42,45,67	1859198	438,134,108,68,43,65,44,33,24,19,20,18,36,18,15,22,17,17,18,22,22,4,11,7,15,18,16,8,9,15,18,14,11,14,9,12,12,6,9,6,12,7,8,6,6,8,14,6,7,5,5,18,7,11,6,12,5,18,16,25,14	1260241
85	844,350,264,184,141,121,104,111,89,109,88,57,85,87,59,54,53,70,48,45,36,35,42,25,32,44,30,21,35,42,39,34,23,31,20,23,35,31,28,21,32,35,14,34,30,23,17,30,31,33,33,30,37,24,48,28,28,58,30,66,68	1897554	422,140,117,72,45,43,36,33,44,20,21,21,27,34,10,26,18,9,11,15,17,14,21,11,10,15,9,2,5,15,22,14,13,14,8,9,7,7,12,3,8,5,11,9,5,4,17,7,11,7,1,11,3,16,17,14,6,14,16,11,30	1249799
86	831,310,241,195,137,132,138,91,85,79,75,40,59,77,72,34,51,57,37,33,31,31,42,25,41,49,37,31,37,38,38,32,23,29,30,25,27,25,30,20,23,30,20,24,38,21,13,22,19,27,28,46,32,25,40,24,21,61,44,40,51	1830261	394,147,96,66,49,50,42,44,18,17,19,13,33,24,14,21,17,23,19,11,19,10,12,10,13,17,10,2,9,14,22,18,10,8,12,8,6,8,8,3,13,7,11,2,6,5,9,10,5,6,7,6,5,19,8,13,5,20,20,11,11	1226385
87	850,323,261,153,174,134,125,102,86,96,74,50,82,77,62,65,42,50,51,25,31,30,55,27,32,46,31,13,38,36,36,31,19,24,15,29,28,31,35,25,33,55,21,25,33,32,19,31,17,26,31,46,32,24,38,25,31,59,50,46,59	1834764	422,113,100,62,65,78,51,27,24,26,29,23,25,25,15,20,10,12,16,18,10,6,11,8,13,17,16,10,11,16,15,14,15,17,8,23,7,7,13,13,6,7,12,5,7,4,10,9,5,6,6,13,5,12,11,12,14,11,17,16,20	1248646
88	825,359,246,208,141,140,131,111,107,64,77,56,87,87,65,49,47,57,50,39,38,30,39,25,37,47,36,18,31,27,28,19,26,33,23,38,20,40,35,22,29,29,16,27,37,21,16,32,27,32,25,42,27,27,46,32,18,47,50,50,52	1814290	433,129,108,73,39,52,38,39,25,16,16,18,39,34,20,26,9,14,19,20,9,10,15,8,9,13,10,1,5,12,22,14,16,7,7,9,4,9,8,7,8,3,6,2,4,6,15,13,5,6,3,16,3,10,12,8,8,18,12,14,23	1209478
89	828,343,289,189,147,149,131,102,108,84,87,51,89,71,77,54,67,59,47,40,41,59,57,46,43,49,50,35,31,33,37,35,28,22,19,30,27,24,27,23,31,30,27,38,34,17,14,31,19,48,45,33,34,23,33,30,20,60,48,59,60	1888741	432,132,104,73,41,64,35,38,28,20,23,14,34,27,14,25,10,9,16,16,15,8,9,10,18,10,15,4,16,4,16,24,17,5,4,17,10,12,11,12,8,4,11,9,6,3,10,6,2,13,8,13,6,24,9,9,6,22,12,20,19	1268811
90	852,325,242,207,157,153,112,92,98,100,88,82,99,88,82,44,49,48,60,43,28,44,52,28,32,56,44,24,28,23,40,26,24,41,21,24,35,23,40,25,25,33,20,25,36,30,9,41,29,31,29,35,28,27,41,28,33,69,55,56,56	1867371	434,149,83,85,57,57,46,21,28,34,16,16,51,36,14,24,17,16,14,22,19,16,18,10,8,12,8,5,8,7,18,16,10,11,5,13,5,5,12,17,5,5,7,3,5,5,21,7,5,8,3,13,8,10,8,10,8,18,22,25,24	1256799
91	810,330,280,222,156,152,111,94,84,79,80,63,71,72,85,52,57,58,49,43,35,26,51,27,38,47,36,27,40,45,43,29,22,31,26,28,28,22,33,18,29,32,12,28,23,27,14,39,23,35,35,39,25,23,36,30,36,61,46,41,54	1862603	376,139,115,70,46,63,33,29,30,26,27,19,27,25,16,27,6,10,23,19,15,13,13,9,15,15,10,3,6,15,19,9,9,11,2,16,5,5,4,6,10,4,10,6,4,3,18,8,6,9,1,11,7,17,10,5,5,13,12,15,11	1230605
92	881,330,236,176,129,119,106,92,110,78,80,61,77,70,77,42,43,49,41,39,41,35,35,32,30,45,26,25,26,24,27,28,18,28,15,29,23,24,30,26,29,31,13,14,29,31,20,30,30,41,31,41,19,27,40,19,32,46,44,60,44	1828513	395,143,88,66,55,76,31,28,33,19,20,18,30,17,25,27,9,8,10,19,13,7,11,7,8,10,5,1,3,19,9,11,12,3,3,16,4,8,6,7,6,6,5,0,7,11,18,8,3,9,2,14,6,6,11,6,8,15,22,23,19	1195772
93	823,355,260,194,135,149,115,98,111,73,65,49,70,82,69,58,51,58,51,34,50,31,60,32,29,43,40,28,26,24,42,29,21,28,23,22,26,30,45,24,30,40,17,21,31,25,25,33,23,38,28,40,32,21,43,31,23,67,39,63,55	1873190	422,151,113,76,53,66,51,36,25,26,22,15,35,18,22,21,18,18,23,18,14,17,13,7,12,11,13,1,7,15,15,15,19,8,6,16,2,12,10,5,8,5,5,3,4,4,15,9,2,12,5,11,8,18,9,13,9,8,18,18,18	1248577
94	811,369,224,194,143,132,127,101,95,81,73,56,98,67,65,52,53,57,51,35,29,36,46,33,30,45,43,26,36,31,43,27,20,27,19,22,24,25,31,16,28,28,22,30,29,25,20,30,20,34,35,38,31,29,40,30,25,62,50,64,49	1845047	426,147,103,71,52,49,59,32,32,23,17,12,39,22,15,25,18,11,18,24,5,8,12,5,13,15,11,5,8,13,11,17,15,15,10,11,8,9,18,8,5,6,9,5,6,2,8,7,3,9,3,9,6,13,11,7,2,22,22,26,21	1251472
95	888,309,263,187,146,139,110,93,101,93,71,70,57,68,76,46,55,75,59,46,43,52,57,30,41,53,43,26,30,21,34,19,16,19,29,17,31,34,23,37,32,44,21,22,23,27,17,38,23,41,25,37,22,27,42,25,28,53,50,45,60	1857387	410,148,95,60,50,37,43,36,21,22,19,20,33,28,13,27,18,10,11,11,12,12,9,11,10,16,9,4,7,9,20,12,12,11,3,14,6,5,11,5,2,6,16,8,5,5,21,12,3,9,3,7,3,19,9,5,10,10,14,11,12	1242814
96	868,338,262,207,163,147,115,85,98,80,70,55,80,74,75,45,42,47,52,26,36,40,39,23,33,48,34,16,27,30,26,28,20,21,24,34,27,25,32,22,23,37,17,34,31,32,23,32,20,37,25,40,31,28,37,30,28,54,49,47,50	1878114	427,140,85,80,37,67,44,40,24,24,17,13,35,24,8,25,12,11,20,23,16,9,12,10,13,9,14,4,7,12,15,15,14,6,8,18,3,5,12,6,12,3,5,6,1,6,13,6,3,5,6,17,6,7,4,10,3,20,14,24,20	1215849
97	849,344,259,198,153,129,120,91,108,87,69,62,76,75,61,46,52,60,62,37,35,41,49,28,30,47,30,25,23,34,41,26,23,33,23,31,20,31,32,28,24,42,19,24,27,35,18,23,20,26,29,38,31,23,42,23,24,51,36,50,59	1870352	423,126,88,69,49,39,43,36,32,21,25,16,29,32,16,30,12,12,11,17,9,12,11,5,8,22,9,6,5,9,18,15,12,4,9,14,9,10,12,8,9,4,6,7,2,8,9,8,1,7,2,10,6,14,12,9,5,17,15,22,16	1231186
98	781,355,240,199,140,167,123,95,90,88,77,74,97,81,75,49,51,62,58,42,35,35,45,30,30,43,34,19,36,27,37,25,21,23,20,23,35,24,32,23,29,48,21,25,32,27,11,28,15,29,37,29,27,30,34,30,23,52,43,65,53	1844376	403,119,83,68,48,61,39,41,27,18,24,22,34,23,23,20,17,16,16,17,11,9,10,11,7,24,7,2,4,8,10,7,8,4,5,10,4,8,8,5,12,3,11,5,8,5,16,13,3,5,5,15,5,15,11,14,12,20,14,11,29	1223866
99	806,298,267,195,124,122,115,89,82,84,74,52,67,76,74,41,44,46,51,44,35,34,40,25,44,52,31,23,27,41,24,29,29,29,23,31,20,31,28,33,19,38,22,25,27,28,17,37,24,27,44,34,33,26,50,41,15,53,43,46,49	1797421	417,127,105,91,36,51,45,32,30,25,17,17,24,28,16,11,21,10,20,20,18,5,9,8,15,13,7,6,3,19,18,18,19,10,4,13,5,6,8,8,9,5,9,5,2,2,12,13,2,6,3,10,5,11,9,5,4,14,11,10,14	1202528
100	813,350,274,186,138,133,129,103,101,100,87,65,72,89,61,63,50,61,44,36,46,36,51,36,39,36,35,24,24,23,33,35,20,28,22,19,28,27,25,19,31,44,27,28,32,28,31,28,28,32,24,50,31,27,43,22,23,47,36,54,46	1828669	408,141,119,75,42,54,39,58,33,16,19,23,17,25,15,14,12,12,25,25,25,11,15,9,15,11,10,5,10,7,22,17,10,5,10,9,5,7,3,8,22,7,14,8,9,7,22,7,3,7,2,13,8,11,13,15,10,10,19,19,13	1230451
