bs_rep	neu_sfs	neu_call	sel_sfs	sel_call
54	548,222,139,119,88,98,71,69,52,60,30,31,48,34,39,42,29,42,36,33,16,28,24,17,29,25,16,20,21,14,41,13,18,20,8,21,15,12,16,13,8,17,19,7,14,18,8,16,29,14,21,25,21,23,14,24,14,29,30,35,33	1127540	393,203,135,81,65,49,63,32,29,26,55,41,33,18,27,26,33,17,18,38,15,7,13,6,14,16,7,8,20,12,16,14,11,11,16,10,9,10,10,13,3,11,10,7,9,10,4,14,4,20,8,14,13,20,14,11,13,9,8,29,18	847425
55	490,232,143,127,72,107,95,59,53,65,31,33,45,44,41,27,20,42,34,31,28,21,21,18,22,29,24,14,9,20,32,9,12,25,11,23,12,12,16,15,10,28,17,10,12,20,10,22,25,17,22,31,16,26,12,27,24,26,25,25,48	1094971	374,137,134,84,72,49,54,20,35,57,44,21,30,13,31,18,25,13,24,20,18,9,15,9,18,7,10,7,12,16,18,9,13,19,8,7,15,21,15,13,5,8,10,9,13,10,8,8,5,22,10,16,12,16,20,5,13,4,17,19,23	829767
56	533,225,135,102,83,89,84,72,62,71,41,37,45,47,35,41,25,38,33,32,14,23,26,14,28,28,19,20,19,28,25,11,19,17,10,17,12,12,11,13,10,19,7,12,21,23,15,25,18,17,18,29,22,19,15,16,8,31,24,45,43	1127070	434,177,116,72,72,51,61,31,37,42,35,21,40,17,32,27,17,13,25,37,18,7,17,9,13,14,11,8,17,10,18,8,9,16,16,7,10,9,10,12,4,7,10,3,10,9,6,8,8,15,7,13,8,13,16,5,16,17,14,11,21	831404
57	448,218,124,99,77,78,81,56,49,64,34,30,41,47,37,28,25,34,28,33,13,27,16,15,16,33,16,21,16,23,31,7,19,20,11,20,8,18,10,15,13,20,12,13,8,20,19,11,23,19,15,32,18,29,16,20,20,16,26,38,40	1071457	386,166,127,60,75,44,55,24,23,40,41,21,37,20,24,23,34,8,19,21,11,8,12,11,15,6,13,5,13,18,17,10,9,15,13,11,13,10,13,9,4,12,13,10,5,11,4,6,4,12,13,16,8,21,21,8,9,8,21,15,25	810902
58	516,227,123,104,74,83,79,51,45,51,22,42,48,43,45,43,27,32,42,19,9,26,10,12,17,34,18,20,15,13,15,6,19,20,13,23,15,21,17,21,13,18,10,10,18,20,13,26,15,14,14,26,28,23,11,14,17,34,26,36,33	1088193	401,212,146,71,78,52,61,40,37,33,57,23,50,16,26,23,31,16,15,13,18,9,16,10,18,12,7,7,20,9,21,4,17,15,6,5,10,10,16,11,5,11,6,7,5,3,8,6,9,14,12,15,9,12,14,9,10,7,14,21,23	842358
59	539,208,151,92,83,83,85,64,57,75,24,33,47,35,32,30,25,35,40,16,20,31,22,10,16,34,21,13,16,12,26,9,13,20,13,15,14,10,12,12,15,22,14,3,18,15,10,20,27,24,18,18,12,28,13,21,22,30,35,42,30	1090794	406,180,133,76,74,47,50,14,29,40,41,19,27,19,18,24,28,9,21,27,12,7,19,9,18,6,7,13,18,14,25,17,8,17,16,7,10,10,10,12,2,12,11,13,11,7,7,7,5,14,14,26,9,9,13,8,15,13,19,25,22	839661
60	550,218,109,111,81,65,72,49,52,64,38,30,50,31,27,33,23,41,38,22,15,29,19,17,21,31,25,10,15,23,36,6,14,19,17,20,8,17,14,15,19,15,15,12,12,20,14,14,22,18,21,23,19,20,9,25,17,31,21,29,59	1098544	424,176,135,72,72,62,71,37,42,40,36,13,24,20,24,19,23,12,21,24,19,8,14,17,19,12,10,8,21,9,35,11,19,21,18,7,12,13,26,4,5,10,13,15,6,5,13,5,7,14,8,11,8,10,14,8,9,3,10,14,20	849098
61	536,234,145,125,101,91,82,56,52,71,43,32,44,44,41,32,20,52,40,35,24,28,27,20,21,26,15,17,14,17,36,14,19,26,13,10,18,11,15,7,13,15,9,6,19,14,14,19,21,20,12,28,24,18,22,23,26,27,25,39,33	1145186	407,166,142,57,76,55,50,31,38,44,45,22,40,20,35,19,19,17,25,25,25,3,13,10,11,11,8,11,13,4,13,3,11,21,11,7,13,13,15,12,3,12,11,11,5,7,16,9,10,20,9,25,11,22,16,12,11,10,18,20,28	843353
62	505,222,115,92,67,90,69,73,56,58,34,23,51,49,39,33,25,42,33,27,20,25,13,14,18,29,29,14,22,22,25,3,16,27,11,16,12,21,12,12,11,14,10,8,10,14,16,18,23,9,20,19,18,23,18,22,22,29,27,31,35	1055597	387,187,125,69,85,63,69,46,24,41,36,29,31,19,26,22,22,6,13,16,17,9,18,13,14,9,9,9,17,5,16,9,11,21,6,12,11,12,10,16,6,13,10,12,9,10,7,5,4,23,9,18,15,17,19,7,11,16,8,10,18	824009
63	527,208,127,116,79,76,70,64,52,60,26,21,41,34,48,27,30,60,35,35,13,27,14,17,27,25,20,14,12,19,17,8,19,17,8,16,14,15,16,8,14,18,10,10,16,15,7,20,20,20,15,24,12,18,12,15,17,19,32,31,42	1073334	413,190,136,58,78,40,61,16,26,41,44,19,24,25,18,26,31,16,24,29,19,7,23,8,19,16,12,11,18,9,19,11,20,14,14,7,10,11,10,13,9,12,17,10,7,7,13,5,4,14,4,19,8,12,13,8,10,10,21,25,32	819952
64	511,217,141,121,71,80,79,51,39,62,31,24,44,46,40,36,14,33,30,29,23,21,24,18,25,23,21,18,18,17,27,10,17,20,10,23,14,21,15,6,12,27,13,11,19,14,12,15,35,17,14,20,25,23,13,20,10,23,30,33,41	1115181	409,177,127,63,96,42,56,22,33,49,39,29,25,26,23,18,26,13,29,32,14,4,14,5,14,16,10,6,14,11,13,14,17,21,18,9,5,8,10,12,3,10,10,9,8,8,8,11,2,19,17,17,13,24,16,10,14,4,16,19,27	859215
65	495,227,127,129,61,90,79,55,40,52,34,25,48,32,34,39,14,42,46,28,29,27,14,20,17,16,16,19,15,21,28,8,13,19,11,21,10,13,16,12,10,27,15,6,13,23,13,22,27,19,13,21,13,19,17,19,11,26,33,38,35	1056265	399,174,128,81,82,44,39,33,35,36,32,24,40,25,17,25,29,14,24,28,16,7,13,7,13,20,11,15,15,8,22,7,14,16,14,9,4,13,17,11,8,5,9,9,11,2,5,4,2,7,10,16,7,18,13,12,12,10,7,19,27	832215
66	507,204,151,105,76,90,72,50,45,58,34,34,39,32,34,35,28,36,28,31,23,31,30,20,25,30,17,11,21,16,28,11,19,18,13,19,14,14,15,19,14,19,13,11,21,16,14,23,14,14,12,27,19,21,19,10,18,28,22,38,43	1087447	421,180,112,79,96,53,65,23,42,40,51,21,29,28,21,34,31,16,28,29,14,5,17,6,18,17,13,15,22,18,24,15,21,15,8,4,4,16,12,9,3,9,18,12,7,9,10,8,4,20,22,25,9,12,15,8,14,7,12,17,25	843412
67	534,212,142,103,71,108,90,67,56,71,30,35,46,62,30,34,18,38,49,34,21,24,32,18,17,29,18,12,26,26,24,7,18,22,8,16,15,15,21,15,5,22,13,14,19,23,9,14,12,20,14,21,20,20,23,22,19,21,29,42,45	1085911	388,153,147,90,91,47,66,31,27,49,33,25,33,18,25,24,21,9,14,22,20,9,18,9,16,12,15,9,21,9,23,7,23,11,15,12,11,12,16,5,8,10,11,9,4,6,6,11,8,20,6,18,10,10,14,5,11,12,17,17,34	825190
68	509,227,128,123,67,94,76,55,40,65,36,33,52,60,49,43,22,49,37,31,15,27,23,17,25,31,24,15,18,18,26,18,11,18,15,15,14,15,24,9,20,24,14,7,18,15,17,21,24,16,20,15,21,20,22,26,21,24,29,35,46	1101605	420,163,129,58,66,65,60,23,40,32,54,25,28,19,11,25,20,18,27,29,15,6,18,6,12,6,10,4,14,15,20,8,10,17,19,5,8,16,8,12,4,9,13,7,4,5,6,10,5,17,16,18,15,13,9,8,9,11,10,13,23	824034
69	517,237,132,107,89,73,85,57,53,66,34,35,36,38,33,31,24,35,27,36,28,28,17,24,18,24,22,13,17,17,27,5,10,23,15,22,10,12,19,15,19,20,16,14,10,14,9,14,26,17,13,27,30,22,14,18,16,19,24,46,49	1115138	387,188,137,86,86,45,47,32,31,33,43,17,27,23,26,24,27,8,24,26,19,2,16,9,10,19,10,9,14,14,27,11,19,20,9,8,4,21,16,17,5,11,14,13,7,13,9,6,3,11,9,19,7,8,11,11,7,9,18,15,27	839056
70	505,239,153,122,85,98,93,61,57,63,40,39,47,45,44,32,25,46,33,53,18,32,26,17,12,41,21,12,18,18,21,8,20,20,16,24,15,31,27,17,12,13,20,15,20,13,14,17,18,13,11,24,17,20,21,34,17,29,22,32,38	1091550	394,203,144,74,96,53,61,29,23,42,37,29,38,14,23,25,25,10,20,24,29,11,27,5,17,7,16,4,13,8,24,3,22,14,14,10,6,11,18,17,3,18,13,14,9,9,8,5,3,17,15,17,13,15,20,12,10,9,19,30,23	834582
71	474,213,123,99,83,59,68,51,46,64,37,27,51,44,43,39,24,40,33,34,15,27,21,11,19,27,21,18,18,15,28,5,13,20,17,17,9,25,13,18,16,21,17,10,15,15,12,12,23,21,10,20,14,21,14,17,15,23,36,32,34	1066443	394,169,130,87,78,48,58,29,37,40,55,26,33,20,29,32,22,12,21,27,15,7,21,10,15,10,6,5,13,8,15,8,7,17,18,8,12,11,16,13,2,10,15,7,3,6,10,9,8,8,13,25,8,10,13,6,10,4,15,12,26	836994
72	531,218,142,113,67,78,63,55,58,65,46,28,52,31,35,29,25,37,48,26,24,28,16,10,22,24,20,13,19,21,22,6,21,24,9,14,18,24,19,8,12,34,15,7,19,21,13,18,19,15,14,24,16,13,10,16,20,27,22,44,28	1081844	394,172,122,78,88,36,58,24,23,41,52,20,28,18,33,22,28,14,23,28,17,8,15,6,16,14,10,6,10,14,17,11,19,23,11,12,7,15,16,10,2,17,10,7,8,6,14,11,5,17,11,15,4,9,13,4,13,14,7,15,40	843187
73	567,212,162,118,82,83,76,42,52,71,41,36,54,40,47,32,25,36,38,29,21,20,19,20,24,28,11,15,12,15,30,12,22,17,13,17,7,19,11,17,10,22,6,7,19,12,10,16,19,20,20,27,18,26,11,22,18,32,22,49,30	1106930	412,203,153,79,73,40,58,30,16,35,43,18,23,20,34,27,23,9,28,20,14,12,20,7,18,7,6,4,13,11,24,13,17,15,13,10,14,9,19,16,8,17,11,9,9,6,5,6,7,20,8,14,11,17,10,10,7,6,20,23,31	858145
74	497,202,107,93,68,85,70,50,64,61,39,23,31,37,34,39,28,26,38,37,17,29,11,10,23,29,15,15,17,22,17,7,27,16,15,15,16,15,18,16,8,26,17,9,12,21,15,21,26,16,11,18,27,25,16,12,25,14,21,33,37	1060291	401,174,128,64,96,55,49,30,27,39,41,15,29,21,27,31,39,17,26,30,26,9,18,8,11,12,7,9,9,10,15,16,17,22,12,13,10,20,13,18,9,9,11,11,7,6,9,9,2,8,12,13,7,18,8,7,12,8,18,18,37	841645
75	517,217,120,103,79,88,95,65,55,68,31,33,45,42,40,32,18,31,34,27,20,26,10,23,18,27,20,14,21,14,27,5,21,20,15,13,10,18,17,14,14,25,17,10,15,15,16,22,18,18,10,15,16,22,20,19,16,24,36,34,44	1081907	429,184,136,79,75,46,66,30,31,45,33,17,38,15,28,19,29,11,26,22,18,6,19,4,12,4,13,9,8,14,8,9,13,14,12,5,14,11,15,4,4,11,12,11,11,8,11,5,4,15,9,23,9,18,10,13,12,11,13,17,32	838916
76	470,254,149,130,80,97,85,63,48,52,36,35,50,39,30,30,16,43,31,32,26,28,18,16,27,29,21,16,23,26,26,8,17,22,16,8,14,19,13,10,15,22,20,8,14,18,11,22,18,25,13,20,13,30,14,15,15,25,33,29,43	1076636	393,189,138,76,72,47,52,29,33,41,57,29,37,13,28,35,20,15,19,31,21,11,15,5,11,13,9,10,17,9,14,10,22,16,16,9,17,5,13,16,10,11,16,15,9,8,10,10,6,12,9,15,9,13,11,11,12,5,14,19,29	830127
77	510,211,141,120,81,100,78,65,51,74,29,22,40,41,39,32,23,35,37,23,16,20,12,14,20,26,24,12,13,17,27,11,16,18,12,15,9,20,21,10,11,16,16,9,13,6,13,12,21,22,17,17,25,17,10,13,17,32,22,34,37	1085231	378,181,126,73,79,53,58,17,34,42,34,26,23,18,12,27,19,16,18,18,13,7,15,17,13,12,10,5,16,8,10,15,17,15,20,10,11,13,12,14,7,4,16,13,12,4,9,5,5,16,6,21,8,9,8,7,8,9,29,27,18	825741
78	538,199,155,99,86,89,70,69,55,64,34,29,53,33,43,35,31,33,44,34,13,28,23,10,24,33,16,13,18,16,25,12,13,23,15,22,14,5,25,15,6,21,15,11,14,15,12,15,33,30,18,25,23,15,10,18,15,22,32,35,44	1112476	427,198,130,70,74,46,61,26,30,25,42,20,29,18,28,23,19,9,12,26,17,6,24,6,11,10,11,4,13,14,16,7,20,18,12,11,8,12,27,17,2,15,6,8,8,5,11,1,1,17,12,28,9,16,12,5,12,9,17,18,24	833283
79	531,218,127,102,85,74,90,48,55,66,35,24,32,41,41,36,28,46,31,21,18,18,19,24,16,27,16,16,20,22,38,8,12,17,11,19,13,23,14,12,16,21,13,9,17,24,14,14,30,23,11,20,15,34,16,18,13,35,40,38,44	1068989	396,188,120,84,94,51,55,37,30,37,40,28,42,26,22,23,23,24,29,26,26,6,18,10,12,14,8,9,17,10,14,7,14,18,16,9,9,15,16,11,7,11,13,6,8,5,9,7,7,14,8,13,10,18,12,10,11,11,19,25,24	836476
80	506,222,137,106,74,71,69,53,50,56,33,34,51,41,36,46,27,44,39,31,19,29,18,9,17,28,20,8,16,19,27,7,13,24,7,16,14,13,18,16,7,26,12,8,11,14,9,13,14,16,18,13,19,16,11,16,16,29,28,32,34	1088116	439,171,124,70,74,47,60,34,30,35,43,28,32,24,24,25,28,4,25,27,22,10,9,12,21,12,9,5,14,12,20,12,20,21,11,10,9,14,16,7,5,6,11,14,5,7,9,9,6,14,8,17,7,11,14,12,5,8,16,21,28	838132
81	517,215,168,107,82,98,66,55,38,71,31,36,44,52,37,43,25,34,41,37,13,28,19,16,28,27,11,14,16,20,20,10,19,15,11,18,17,15,17,21,15,19,15,10,22,15,3,21,24,13,13,23,23,17,14,12,23,25,41,42,29	1117443	437,212,125,92,92,52,76,39,34,41,50,20,25,20,28,19,27,14,17,30,20,8,10,11,14,10,13,7,18,11,21,7,23,10,20,9,13,14,19,11,12,9,17,7,8,11,6,7,5,19,7,29,10,8,15,7,13,12,21,25,33	853231
82	560,253,149,111,82,89,98,73,43,84,30,33,62,38,46,39,21,38,43,30,30,21,23,16,14,27,29,15,25,27,43,9,11,22,13,18,14,21,6,16,11,22,18,12,12,19,16,12,24,19,15,16,19,26,14,15,12,27,28,47,33	1158136	411,152,135,68,84,57,56,35,22,43,37,18,38,14,21,23,25,9,21,26,27,8,13,11,10,7,6,4,18,13,23,10,13,19,11,11,11,4,9,11,2,15,14,13,8,12,12,6,3,6,8,15,10,8,17,11,13,10,12,22,27	831116
83	511,187,119,115,76,89,66,63,38,67,30,36,47,35,41,38,28,44,32,20,24,29,28,12,20,41,29,8,14,18,22,11,17,22,10,17,10,23,20,14,13,20,17,5,14,15,17,17,28,19,15,20,19,30,11,16,12,31,34,29,48	1102411	370,163,130,87,84,55,46,19,29,29,45,17,45,24,21,23,26,7,16,24,22,9,14,8,12,19,11,17,10,12,21,7,11,17,18,10,10,12,4,13,7,7,12,14,10,11,12,7,9,15,9,17,10,10,15,8,13,7,20,17,26	839478
84	560,230,132,104,69,86,82,58,53,79,43,26,36,37,49,29,19,43,27,35,19,24,15,19,20,26,16,13,15,17,33,6,12,20,10,27,9,11,13,16,14,23,10,10,14,26,15,12,18,14,22,20,24,12,17,28,9,34,40,45,35	1100904	416,175,111,75,66,42,62,32,36,37,46,35,36,17,27,36,19,16,21,26,16,6,14,7,9,21,13,5,13,12,18,10,16,16,16,8,15,15,10,15,6,5,12,7,8,6,8,10,10,13,7,20,5,23,13,7,5,10,19,20,25	844387
85	514,225,121,120,70,82,90,58,52,60,33,28,46,35,35,40,21,41,32,26,19,25,17,18,17,34,16,15,8,20,28,7,21,18,13,17,11,26,14,11,6,25,16,11,18,14,19,22,17,33,13,13,22,25,15,16,16,26,25,40,49	1061379	387,151,131,75,83,45,55,28,32,42,38,15,35,16,25,22,23,14,15,29,25,11,21,13,20,7,4,4,6,10,16,9,14,14,13,13,15,13,12,21,5,16,15,8,8,6,10,6,5,12,7,20,9,18,14,6,12,13,17,14,21	835999
86	492,212,148,109,70,73,63,68,48,61,35,29,47,48,54,39,14,38,32,31,22,26,21,15,26,32,17,16,15,22,27,7,10,17,9,24,10,22,17,13,9,20,12,9,18,22,13,26,27,19,9,22,28,24,10,14,26,33,26,33,50	1089816	362,166,136,56,74,44,44,31,28,44,37,20,35,14,24,26,29,14,25,36,19,8,10,17,11,6,3,7,24,13,22,10,13,18,14,11,13,12,15,9,5,11,14,9,12,5,3,2,5,14,7,11,8,11,9,5,10,9,10,20,21	817148
87	540,223,146,102,72,79,81,51,46,56,29,24,43,40,48,34,20,29,30,29,21,26,22,19,22,29,20,15,18,11,32,7,21,19,9,15,6,15,6,18,6,17,7,7,18,9,14,16,20,18,15,31,12,28,10,14,22,29,26,39,46	1076165	417,185,127,80,105,59,54,27,33,43,38,23,24,23,30,25,28,10,17,16,22,8,16,11,15,11,8,9,32,9,16,8,26,20,23,14,9,10,13,21,7,17,17,13,13,7,7,6,5,16,11,19,9,10,6,9,6,11,16,31,26	858056
88	524,200,121,89,79,80,64,59,43,64,35,37,51,47,35,26,20,44,31,33,20,24,18,10,21,31,17,15,18,23,24,9,19,15,16,20,14,20,16,10,11,21,16,15,9,16,8,15,20,21,13,15,21,26,22,21,15,20,35,50,34	1059953	419,169,120,83,79,48,61,30,30,34,47,15,28,20,25,28,23,13,17,28,12,10,15,11,13,9,5,13,22,15,19,9,14,15,14,11,12,11,21,8,3,8,8,12,8,6,10,7,8,9,9,12,6,11,13,9,7,13,17,14,25	832088
89	487,197,128,109,66,82,66,56,50,72,29,28,49,29,32,37,18,36,37,32,27,18,16,15,32,16,18,22,29,27,33,4,12,15,11,23,17,17,10,10,10,25,13,9,13,22,15,14,18,15,13,22,17,25,12,16,22,26,34,38,43	1071235	391,188,134,74,84,48,64,31,18,31,38,18,27,17,23,31,20,10,18,39,23,10,19,9,17,10,7,14,15,10,18,10,17,13,18,13,13,14,9,15,4,14,17,9,8,4,15,5,3,13,11,25,9,18,9,8,10,12,15,19,34	831766
90	500,195,126,120,66,78,83,55,55,64,25,23,40,45,38,38,31,41,33,25,23,32,21,19,18,23,18,6,14,18,29,6,14,13,12,19,12,20,9,15,21,17,13,11,12,21,13,17,14,20,9,23,10,23,13,17,24,27,31,38,46	1087301	415,178,103,61,94,60,62,25,30,47,52,22,33,25,23,30,28,13,23,31,19,7,14,7,12,14,20,6,16,9,11,8,18,19,9,9,8,10,17,12,6,11,10,11,8,9,7,17,5,19,7,20,9,14,12,4,12,5,13,7,19	836805
91	527,211,150,95,88,80,83,62,39,76,32,35,49,31,45,23,29,33,40,33,16,27,18,17,28,28,17,15,10,19,32,15,17,12,17,19,13,15,17,12,9,23,18,16,21,13,13,18,23,18,17,20,18,20,12,25,11,19,25,37,34	1097266	420,193,132,87,93,39,59,27,28,42,38,26,33,23,23,18,30,17,27,19,19,7,19,16,18,14,13,7,16,10,20,7,13,18,15,6,13,9,9,14,6,17,10,8,11,9,11,5,8,13,5,10,7,16,14,7,9,10,12,9,21	829502
92	517,217,124,99,76,108,75,62,56,69,43,33,35,27,45,22,27,35,42,33,18,29,16,12,23,31,16,16,17,14,14,7,16,24,9,19,17,19,12,9,17,19,13,7,15,13,18,16,18,12,13,21,25,24,12,23,10,26,29,36,36	1090802	401,175,119,66,65,62,66,21,30,38,48,30,39,18,27,33,19,19,11,28,14,10,15,10,19,17,7,9,15,12,19,9,16,11,13,9,12,17,19,18,5,19,15,18,10,6,9,12,5,20,13,16,10,13,16,5,17,10,22,16,24	846590
93	521,222,144,97,68,107,81,50,42,62,31,27,53,44,49,37,26,54,36,23,15,22,16,16,28,29,23,9,19,23,24,5,21,20,6,12,12,20,19,9,11,20,10,11,9,17,15,13,15,23,15,15,17,28,15,26,20,25,22,45,31	1067659	418,171,128,78,76,56,69,26,35,37,37,18,44,15,27,42,26,16,18,25,16,12,15,13,20,15,9,10,20,9,18,2,19,16,12,8,12,9,10,22,9,10,18,9,7,6,9,8,4,18,14,17,7,9,9,8,15,10,15,17,28	836989
94	537,219,144,106,78,80,83,71,46,57,29,28,48,54,49,27,28,36,50,30,25,28,20,24,22,28,17,11,12,16,26,5,13,16,11,23,10,22,18,16,11,19,11,2,16,17,9,21,26,16,10,31,18,21,21,16,18,31,24,22,30	1083272	390,196,116,87,88,51,52,29,27,46,45,30,31,10,29,28,19,13,21,17,22,6,15,7,11,8,4,4,13,11,22,6,17,24,15,6,13,13,7,17,4,9,15,9,15,8,7,7,8,20,13,23,7,23,14,6,13,10,17,16,19	841962
95	537,208,124,105,66,57,84,61,44,63,43,28,37,44,28,42,23,36,34,31,19,28,26,12,20,33,17,14,18,10,35,10,20,23,12,20,7,16,14,16,16,24,10,8,18,17,11,18,22,18,8,29,11,20,18,15,14,17,17,40,39	1083473	373,176,120,68,77,47,63,36,31,37,38,21,45,19,23,23,23,9,16,30,17,6,18,7,14,13,7,7,12,9,21,9,18,17,12,7,13,9,12,8,8,14,15,11,6,10,9,6,9,9,15,8,5,13,12,8,13,8,18,10,18	823346
96	544,216,134,109,68,89,75,76,64,69,33,30,42,38,32,30,26,34,35,35,27,23,19,21,24,30,30,10,18,24,34,6,15,14,7,13,16,24,13,11,7,28,12,10,16,14,11,5,32,23,12,26,16,25,16,21,17,17,23,36,30	1088651	385,149,117,74,73,56,84,28,31,37,43,23,38,16,23,31,22,6,18,21,26,9,15,12,14,8,8,12,17,9,16,15,14,19,15,7,8,10,10,10,1,11,12,8,9,7,7,6,7,10,10,19,5,13,10,10,10,10,17,24,34	837134
97	490,209,155,98,78,94,79,63,49,61,30,23,39,37,33,30,23,46,43,32,14,12,14,18,19,33,18,13,14,18,26,8,17,13,6,20,12,22,20,15,13,29,16,6,24,9,10,23,20,20,16,24,18,16,12,15,15,20,20,41,43	1087872	430,168,119,73,80,51,58,32,27,35,45,22,30,18,17,22,24,11,19,32,18,7,15,9,18,8,7,6,7,6,10,9,16,16,15,7,12,10,13,12,8,15,14,2,5,7,7,6,5,18,7,13,6,17,16,11,8,12,9,10,24	834801
98	540,199,133,112,80,83,84,59,63,58,37,23,43,32,39,37,23,26,31,30,17,23,15,16,16,31,18,20,15,24,31,7,18,23,12,18,22,15,14,13,10,14,9,6,10,19,16,17,24,21,12,26,13,28,12,21,18,27,24,33,32	1090753	413,179,116,73,70,58,50,22,32,30,43,22,34,22,28,29,29,13,17,31,20,10,18,8,11,12,9,7,10,14,19,13,15,13,21,5,10,8,11,16,4,14,9,11,13,12,8,8,8,15,16,12,10,12,14,7,9,10,13,15,19	831079
99	508,180,137,85,92,86,69,70,54,66,30,28,51,39,34,42,9,42,42,28,25,13,18,13,25,33,19,15,14,25,28,8,19,23,7,16,10,16,16,10,12,20,21,8,17,26,10,27,19,19,16,26,14,21,13,29,13,20,35,37,31	1075679	399,180,139,72,88,45,58,22,33,39,52,25,31,21,11,14,32,10,23,38,18,7,20,12,22,11,9,9,16,6,17,6,13,15,19,8,6,13,15,12,4,11,14,13,5,5,8,6,10,12,15,25,10,14,15,9,8,10,17,15,23	847193
100	492,230,138,89,70,67,69,64,58,73,30,29,48,35,33,32,21,37,42,43,19,34,20,17,31,21,21,11,17,17,27,6,17,18,10,20,18,22,19,11,13,28,12,13,28,17,14,18,17,15,15,26,17,14,12,21,16,28,25,37,36	1080407	391,182,170,85,72,42,75,25,25,42,41,19,25,18,28,25,26,8,27,26,19,7,15,13,12,18,6,10,13,7,17,13,24,13,19,13,8,14,15,15,6,8,8,15,7,9,10,7,8,16,12,21,10,10,15,11,10,7,12,15,23	831487
